	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	ETV6	FOS	FOXN2	FOXO3	GTF2B	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20A	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POGK	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YBX3	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF22	ZNF267	ZNF274	ZNF281	ZNF32	ZNF322	ZNF37A	ZNF385A	ZNF394	ZNF444	ZNF524	ZNF580	ZNF677	ZNF75A	ZNF780A
Amyotrophic_lateral_sclerosis_(ALS)	1	1	1	1	1	0.0229014224857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.082703145678	1	1	1	1	1	1	1	1	0.0210795387869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0484435251935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0645786423938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0822436827835	1	0.0528827659508	1	1	1	1	1	1	1	1	1	0.0929331851887	1	1	1	1	1
Antigen_processing_and_presentation	1	1	1	0.0268276793117	1	5.51232726131e-09	1	0.0527330375263	0.00524342817323	1	1	0.078329528846	1	0.00183211785841	0.0108750781146	1	1	0.0084812079257	1	1	1	3.3629139336e-05	0.0368062141941	1	0.000812592572505	1	0.000218419837439	8.11179326911e-05	1	3.227800483e-05	1	0.000210718288709	1	1	1	1	1	0.0136249767719	1	0.000817820513416	3.50922284773e-05	0.0431076339003	0.0689382200023	1	2.81214964115e-05	1.83929003196e-05	0.0118291372951	0.000529606402334	0.00943984072691	1	0.0563095799725	0.0126685139649	1	1	0.00161156586264	1	1	0.0488729919629	1	0.0163538263981	1.23207299918e-09	0.0983444769765	1	1	1	0.00329797348378	1	0.0368062141941	0.0146215973088	1.10302848706e-05	1	1	4.56772149928e-05	7.19066339805e-08	0.019828644606	0.000528036063895	1	1	1	0.0016823792731	1.27488926083e-08	1	0.00845610439658	1	4.64591142549e-05	1.57017665536e-09	1	0.000622922831746	0.00897631052965	1	1	0.0377956306361	0.000163421706935	1	0.0394435454569	1	0.0368062141941	1	0.00707351697351	1	1	1	0.00470537385994	1	0.000490558292796	1	2.44026934285e-05	1	0.000691229449809	1	0.0178543204175	1	1	1	0.00252443123162	1	1	1	1	1	0.00710444516722	1	0.0368062141941	1	0.0901287163437	1
Apoptosis	1	1	1	1	1	1	1	1	1	0.0617127496449	1	1	1	1	1	1	1	1	1	1	0.0187209057082	1	1	0.0346863578665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.056824021126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0229648572694	1	1	1	1	1	0.075248855271	1	1	0.0492408262737	1	0.0755850557247	1	1	1	1	1	1	1	1	1	0.0479566956683	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0171649001706	1	1	1	1	1	1	1	1	1	1	1	0.0413777042306	1	1	1	1	1	1	1	1	1
Arachidonic_acid_metabolism	1	1	1	0.0864553964247	0.00332338009072	1	1	1	1	1	1	0.0335857158709	1	1	1	1	1	1	1	1	0.000592638570742	1	1	1	1	1	1	1	1	0.0148495079462	1	1	1	1	1	1	1	1	1	1	1	1	0.0846497599009	1	1	1	1	1	0.016480228592	1	1	1	0.0925652126523	1	1	1	1	0.0861626848539	1	1	1	1	0.000402413779286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00663133768326	0.0939719977683	0.0661485126005	0.0107245921569	1	1	1	1	1	1	0.0468866167471	1	1	1	1	1	1	1	1	1	0.063397540582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00147932655864	1	1	1
Arginine_and_proline_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0535683659982	1	1	1	1	1	1	1	0.0297563989894	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0488526184634	1	1	1	1	1	1	0.0278691681742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0258558876583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0905364794419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Arrhythmogenic_right_ventricular_cardiomyopathy_(ARVC)	1	1	0.0823634012157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00283901472471	1	1	1	1	1	1	1	1	1	1	1	0.00800650834433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.093814512128	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0419051329817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00800650834433	1	1	1	1	1	0.00315848393004	1	1	1	1	1	1	1
Asthma	1	1	1	1	1	2.94041558229e-05	1	1	1	1	1	1	1	1	0.0135236003715	1	1	1	1	1	1	0.00940443786195	1	1	1	1	4.11375795853e-05	1	1	0.000103160156914	1	1	1	1	1	1	1	0.0158277909862	1	0.0327641781591	1	0.0360614874214	1	1	0.000361744878897	7.15151337977e-05	1	0.00212443729844	0.0887157550314	1	1	1	1	1	0.000301933677017	1	1	1	1	1	6.83129940774e-05	0.0174510402279	1	0.0218033513304	1	1	1	1	1	0.001042113842	1	1	0.0039129254612	0.000245446863487	0.0216441533814	0.0642920579162	1	1	1	1	4.22099052377e-08	1	1	1	0.0028964839739	2.00831496988e-08	1	1	1	1	1	1	1	0.0371882782285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0182882452019	1	1	1	1	1	1	1	1	1	1	1	1
Autoimmune_thyroid_disease	1	1	1	0.071830710087	1	0.00010332442596	1	1	1	1	1	1	1	1	0.0393427663486	1	1	1	1	1	1	0.0277801022468	1	1	1	1	6.94480094798e-06	1	1	0.000190278816513	1	1	1	1	1	1	1	0.0456977843912	1	0.0904321176301	0.0870648364167	0.0987980207912	0.0618669053876	1	0.00193959966887	0.000124508691771	0.00922488731489	0.00108027663721	0.0114358577124	1	1	1	1	1	2.22353884599e-05	1	1	1	1	1	1.40095642117e-05	0.0501307063968	1	0.0618509815328	1	1	1	1	1	3.86231874799e-05	1	1	0.000139494715426	0.000181601525526	0.0212962946926	0.00501948767365	1	1	0.0328487647916	0.0652216475136	2.93099086113e-08	1	0.0320848549528	1	0.00884672171991	3.87332198315e-07	1	0.035042094772	1	0.0315131162023	1	0.0368289660984	1	0.0165459215701	1	1	1	1	1	1	1	1	1	1	0.00821609748793	1	0.00754234581648	1	1	1	1	1	1	0.0524034918783	1	1	1	1	1	0.0317900329678	1	1	1	1	1	1
B_cell_receptor_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0491343124806	1	1	1	1	0.0767578951647	1	1	1	1	0.0497520241932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0634082537333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0315309342184	1	1	1	1	1	1	1	1	1
Bacterial_invasion_of_epithelial_cells	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0301627826662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0378727275621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00718806421892	1	1	1	1	1	0.0028304913049	1	1	1	1	1	1	1
Bile_secretion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0697794483259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0911094457008	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bladder_cancer	0.0313173795437	1	1	1	1	0.0111036671987	1	1	1	0.0829211524391	1	1	1	1	1	0.000735735661588	1	1	1	1	1	1	1	1	1	1	1	0.0190936241171	1	1	1	1	1	0.0825064248494	1	1	1	1	1	0.0603352294711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0135020647137	1	1	1	1	1	1	1	1	1	1	1	1	0.0313173795437	1	1	1	1	0.0386492028912	1	1	1	1	0.0712632875505	1	1	1	1	1	1	1	1	1	0.0721423273452	1	1	1	0.0939364770452	0.0681268880025	1	1	0.0114898895943	1	1	1	1	0.0681268880025	1	0.00315024450723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Calcium_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0162225254097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.042418481524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cardiac_muscle_contraction	0.0901422762374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0536003345753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0044014337775	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0981437170646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cell_adhesion_molecules_(CAMs)	1	1	1	1	1	0.000516662992535	1	0.0602160441303	0.0236853179265	0.00595542654271	1	1	1	1	0.0463979624894	1	1	1	1	1	1	1	0.0153341570378	1	1	1	0.000508637016001	1	1	0.00150453704796	1	1	1	1	1	1	1	1	1	1	0.0183083523738	1	0.00492687572093	1	0.026088341342	0.00408444832478	0.0181304874144	0.029719271458	0.0255870589699	0.0497858967437	1	1	1	1	0.000695830440328	1	1	1	1	1	0.00107230053461	1	1	0.0853423342962	1	1	1	1	1	0.000331147298652	1	1	0.00287332545733	0.00288250067942	0.0191807394974	0.00922590249709	1	1	0.0924256055605	1	6.12111243092e-06	1	0.0899423336047	0.0704411400952	0.0516930880214	4.16208791229e-05	1	0.0373130873595	1	0.0385236639692	0.0353143356884	0.00495792887888	0.0620841523536	0.0495443464397	1	1	1	1	1	1	1	1	1	1	0.00495792887888	1	0.0196929494121	1	1	0.0301902991372	1	1	1	0.0143655054571	1	1	1	1	1	1	1	1	0.0982281617045	0.0351464221219	1	1
Cell_cycle	1	1	1	1	1	0.0451370095144	1	1	1	1	1	1	1	1	1	0.00627684624882	1	1	1	1	1	1	1	1	0.0354457900835	1	1	0.0881705827035	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0395689765426	1	1	1	1	1	0.0968629040105	1	1	1	1	1	1	1	1	1	1	1	1	0.0484100705546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0095944929133	1	1	1	1	1	1	1	0.083913729838	1	1	1	1	1	1	0.025423110763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Chagas_disease_(American_trypanosomiasis)	0.0311089405021	1	0.0290809248522	1	1	0.0664104810117	1	1	1	0.000209577684191	1	0.0645813076272	1	1	1	1	1	1	1	1	0.00725018649257	0.0926233315041	1	1	1	1	1.27429322827e-06	0.0133167423882	1	1	1	1	1	1	1	0.00300062524629	0.00278093990049	0.0290809248522	1	1	0.00651390108446	0.000562458203211	1	1	7.33312296752e-06	1	1	0.060971885479	0.0952011514393	0.0252437793528	1	1	1	1	1	1	0.0981328612265	0.00999330165152	1	1	0.00383029676423	1	1	1	1	1	1	0.00738805776437	1	0.000241376168125	1	1	0.00192090307347	0.00439283209189	8.99977412039e-07	6.40642189137e-05	1	1	0.00969660649374	1	0.00287819454589	1	1	0.0436800176952	1	0.00362947532352	1	1	1	1	0.0884233198645	1	0.00139002089814	0.00399300430329	0.0282455907234	1	1	0.00207828337623	1	1	1	1	1	1	0.0032070421345	1	1	1	0.0699547799882	1	0.0376272072443	1	1	0.0353824545029	1	1	0.057028904138	1	1	1	1	1	1	1	1	1
Chemokine_signaling_pathway	1	1	1	1	0.0492886012435	1	1	1	1	1.38841721875e-05	1	1	1	1	1	1	1	1	1	1	0.0235005730228	1	1	1	0.081183243684	1	0.000159018759154	1	1	0.0865197867781	1	1	1	0.0647888478381	1	1	1	1	1	1	0.00199172459641	9.96671653333e-05	0.0182873659583	1	0.0603934180018	1	0.006701972157	1	0.0969951576514	0.0278858612203	1	1	1	1	0.00107687291947	1	0.0714562486014	0.00624347409317	1	1	0.0181095875151	0.00882564292749	0.082987163528	0.0564823919592	1	1	1	1	1	0.0797667953781	1	0.0326587689832	1.50194703579e-05	0.00532068244088	4.96943486983e-06	8.82246258023e-05	0.0643812368154	1	6.01659381472e-06	0.00833993825387	0.0231784581655	0.00210631443089	1	1	1	1	1	1	0.0492886012435	1	0.00389770266602	1	0.00359822251744	1	0.012829439086	0.00908510537555	1	0.00159188674357	1	0.00979386837063	1	0.0124467247919	1	1	2.16450114887e-06	1	1	1	1	1	1	0.0395039480562	1	1	1	1	1	1	1	0.0376775577991	0.0386503052631	0.0256453009016	1	0.0642808155105	1	1
Chronic_myeloid_leukemia	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00221412766333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0380376964771	1	1	1	1	1	1	1	1	1	1	1	1	0.0841447377612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032591733922	1	1	1	1	1	1	0.00928285550301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Citrate_cycle_(TCA_cycle)	1	1	1	1	0.0394824349632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.084118171918	1	1	1	1	1	1	0.0623721755169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0903266469333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0642920579162	1	1	0.0306862481481	1	1	1	1	1	1	1	1	1	1	0.0778332370619	1	1	0.00700243683974	1	1	1	1	0.0147051389114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Collecting_duct_acid_secretion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0674408690372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Colorectal_cancer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0633367150833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.072142327343	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Complement_and_coagulation_cascades	1	1	1	1	1	0.0559278995753	1	1	1	1	1	0.00292988364837	1	0.00116038157961	1	1	1	1	0.00464514733594	1	1	0.0450618590803	1	1	0.0468483695907	1	0.00182430866891	0.0141382193717	1	1	1	0.0955877488506	1	0.0436203324826	1	0.00133019781107	1	1	1	1	0.000896833226693	0.00488904008604	1	1	0.000289053472422	1	1	1	1	0.00840380507212	1	1	1	0.0318007587042	1	1	1	0.00129744751391	0.09759569076	1	0.00299673546318	0.0797806530051	1	1	1	1	1	0.00232410084958	0.0763539914126	0.00161830262595	1	1	1	0.00491433000438	0.0121635189083	0.00797845964458	1	1	1	1	0.000247369797252	1	1	1	1	0.0184420859172	1	1	1	1	1	1	1	0.000640680220239	1	1	1	1	1	1	1	0.0051924943617	1	1	1	1	1	1	0.0251396164143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0729763966265	1
Cysteine_and_methionine_metabolism	1	1	1	1	0.0549350279741	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0663748761734	1	1	1	1	1	1	1	1	1	1	1	1	0.00774832804746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0285036472652	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0257995232786	1	1	1	1	0.054786142154	1	1	1	1	1	1	1	1	1	1	1	1	0.00867449796368	1	1	1	1	0.0857800043285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0803281780782	1	1	1	1	1	1
