	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	ATF6B	BACH1	BATF	BATF3	BBX	BCL11A	BHLHE41	CDC5L	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	ETV6	FOS	FOXO3	GTF2B	GTF3A	HIF1A	HLX	HMG20A	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MBD2	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	STAT6	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF267	ZNF274	ZNF281	ZNF322	ZNF350	ZNF37A	ZNF394	ZNF444	ZNF524	ZNF580	ZNF677	ZNF75A
Activation_of_BH3-only_proteins	1	1	1	1	1	0.0536586011761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0485603967627	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0281708484066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Activation_of_NMDA_receptor_upon_glutamate_binding_and_postsynaptic_events	1	1	1	1	1	1	1	1	1	1	1	0.0787874658915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0993980400675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Adaptive_Immune_System	1	1	1	1	1	1	1	1	1	1	1	0.0302224880007	1	1	1	1	0.0231520399692	0.0894462052225	1	1	0.0576444448814	1	1	0.018309161253	1	1	1	1	0.0164470595825	1	1	0.0288489407104	0.0182647169917	1	1	1	1	1	1	0.0720460194541	1	0.0373337131132	0.0251322696435	1	0.0700405204247	0.0649536294061	0.0992693421594	0.0218040836809	1	1	1	1	1	0.054133732722	1	1	1	1	1	1	0.00857524478597	1	1	1	1	1	1	0.0402371567038	1	0.00321661050959	1	0.000449464664168	1	1	0.00158437344012	1	1	0.00515596076082	0.057276433887	1	0.00531466765608	1	1	1	1	1	1	0.0174925782846	0.0367912633427	0.011700859142	0.0289250148441	1	1	0.0633817435554	1	1	1	1	1	0.0700246037219	1	1	1	0.000718157282104	0.00354372393473	1	1	1	1	1	1	1	1	1	1	0.0484437505837	0.0413706474024	1	1	1	1
Alpha-synuclein_signaling	1	1	1	1	1	1	1	0.0321891002733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0321891002733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0655459074736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0331557760315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Alpha4_beta1_integrin_signaling_events	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0782742394736	0.0350849495205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00745760739216	1	1	1	1	0.0607819915751	1	1	0.0502067094133	1	1	1	1	1	1	1	1	0.0115361548745	1	1	1	1	1	1	1	1
Alpha6Beta4Integrin	1	1	0.0322914128726	1	1	0.0941549973452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0112164557145	1	1	1	1	1	1	1	1	0.0554224669662	1	1	1	1	0.0130264344434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0402675986876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Alpha9_beta1_integrin_signaling_events	1	1	1	1	1	1	1	1	1	1	1	0.0536943053346	1	0.00236443659323	1	1	1	1	1	1	1	1	1	1	0.011841173139	1	0.0100372236722	1	1	0.00919298147691	1	0.00955732698706	1	0.0368573532761	0.00126944804748	1.84614446936e-05	1	1	0.0518844681976	0.0711058202378	1	0.0422006338564	1	1	1	0.0318528109358	1	1	0.0169530155556	0.00166067512843	1	0.00565692623805	1	1	1	1	1	0.0190386605095	0.0266270775411	1	1	0.0414989222166	1	1	1	0.016638064778	1	1	0.00015165718273	1	1	0.0394140045952	1	0.0988156152389	1	1	0.0327085363022	0.0304021922911	1	0.034954980422	1	0.0721448259578	1	1	1	1	0.0291949741542	0.0474637396568	1	0.0204528880591	0.0481413128397	1	1	1	1	0.0989751138443	1	1	1	1	0.0331782044716	0.0989751138443	0.0764865129771	1	0.031297446951	0.019142279379	1	1	0.00428470998854	1	0.0256091572287	1	1	1	1	1	1	1	0.0276200916006	1	1
Alternative_NF-kappaB_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0297291118264	1	0.00924839521409	1	1	0.0409994432221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Amino_acid_and_oligopeptide_SLC_transporters	1	1	1	0.0474158202387	1	1	0.00492906315111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0369774711412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0321143597002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0752704088661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Amino_acid_synthesis_and_interconversion_(transamination)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0649581844348	1	1	1	1	0.0880127878469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00888576742293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Amino_acid_transport_across_the_plasma_membrane	1	1	1	0.0357727896959	1	1	0.00316649283664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0277831696372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0213968818155	1	1	1	1	1	1	0.0880537308149	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0573289253424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Androgen-mediated_signaling	0.0299728444224	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05610819428	1	0.0992955026071	1	1	0.0777903275448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AndrogenReceptor	0.0108619940326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0696290817432	1	1	0.02565596837	1	1	0.0977316214404	1	1	1	1	0.0582073954452	1	1	1	1	1	1	1	1	0.0569207623124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.061025496306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Angiopoietin_receptor_Tie2-mediated_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00368917911318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Antigen_Presentation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0259343782819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032677495626	0.032677495626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Antigen_processing	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0523764525099	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0842350574493	1	1	1	1	1	1	1	1	1	0.035025683385	1	1	0.0178126681344	0.0969946341334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0680251679768	1	1	1	1	1	1	1	1	0.0197639545055	1	1	1	1	0.0771189528539	1	1	0.0713600605596	1	1	1	1	0.0748094042342	1	1	1	1	1	1	1	1	1	1	0.0960646352231	1	1	1	1	1	1	1	1	1	1	1	0.0282208277291	1	1	1	1
Antigen_processing-Cross_presentation	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0841916185367	1	1	1	0.0091589553394	1	1	0.0543958116717	1	1	0.00830044074623	1	1	1	1	1	0.0917078176647	1	0.0334770864831	0.0481037296222	1	1	1	1	1	1	0.0794788796613	1	0.0203609914509	0.00451623196673	1	0.00652256339464	0.0553575825673	0.0353739858702	0.0530856942273	1	0.0736658639127	0.0663186085997	1	1	1	1	1	1	1	1	1	0.0623826864203	1	1	1	1	1	1	1	1	1	1	0.00949704277647	1	1	1	1	1	0.089787566168	1	1	0.0102554230569	1	1	1	1	1	1	1	0.0375937946973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02349154384	1	1	1	1	1	1	1	1	1	1	1	0.043318875414	1	1	1	1
Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0588313292542	1	1	0.0983833550083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0319558788696	1	1	0.0344238758636	0.0604776490028	0.05970010535	1	1	0.0428104180613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035597694859	1	1	1	1	0.00985428533757	1	1	0.0850950793301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0366000542678	1	1	1	1	1	1	1	1	1	1	1	0.0213173893546	1	1	1	1
Arf6_downstream_pathway	1	1	1	1	1	1	1	1	1	0.09791788225	1	0.0900193924063	1	0.00323849438531	1	1	1	1	1	1	1	1	1	1	0.0354612075357	1	0.0225073371572	1	1	0.0144207513968	1	0.0141984009029	1	0.0347884024901	0.00561669446369	1.27460648408e-05	1	1	0.0824963231603	1	1	0.0489568541644	1	1	1	0.0376928754499	1	1	0.014246044474	0.00234343132455	1	0.0106054021842	1	1	1	1	1	0.0734226736532	0.024834218239	1	1	0.0362678788751	1	1	1	0.0150492588802	1	1	0.000400770509233	1	1	0.0310407708752	1	0.0834088664138	1	1	0.0407835679619	0.0344040152192	1	0.0583117089456	1	0.065897082526	1	1	1	1	0.0464544363475	0.0509524098852	1	0.015383046721	0.0563898421288	1	1	1	1	0.0913987586244	1	1	1	1	0.0510912033334	0.0913987586244	1	1	0.0270563096271	0.0176445827837	1	1	0.00878820017967	1	0.0221850798193	1	1	1	1	1	1	1	0.0691191545145	1	1
Arf6_signaling_events	1	1	1	1	1	1	1	1	1	0.09791788225	1	0.0900193924063	1	0.00323849438531	1	1	1	1	1	1	1	1	1	1	0.0354612075357	1	0.0225073371572	1	1	0.0144207513968	1	0.0141984009029	1	0.0347884024901	0.00561669446369	1.27460648408e-05	1	1	0.0824963231603	1	1	0.0489568541644	1	1	1	0.0376928754499	1	1	0.014246044474	0.00234343132455	1	0.0106054021842	1	1	1	1	1	0.0734226736532	0.024834218239	1	1	0.0362678788751	1	1	1	0.0150492588802	1	1	0.000400770509233	1	1	0.0310407708752	1	0.0834088664138	1	1	0.0407835679619	0.0344040152192	1	0.0583117089456	1	0.065897082526	1	1	1	1	0.0464544363475	0.0509524098852	1	0.015383046721	0.0563898421288	1	1	1	1	0.0913987586244	1	1	1	1	0.0510912033334	0.0913987586244	1	1	0.0270563096271	0.0176445827837	1	1	0.00878820017967	1	0.0221850798193	1	1	1	1	1	1	1	0.0691191545145	1	1
Arf6_trafficking_events	1	1	1	1	1	1	1	1	1	0.09791788225	1	0.0900193924063	1	0.00323849438531	1	1	1	1	1	1	1	1	1	1	0.0354612075357	1	0.0225073371572	1	1	0.0144207513968	1	0.0141984009029	1	0.0347884024901	0.00561669446369	1.27460648408e-05	1	1	0.0824963231603	1	1	0.0489568541644	1	1	1	0.0376928754499	1	1	0.014246044474	0.00234343132455	1	0.0106054021842	1	1	1	1	1	0.0734226736532	0.024834218239	1	1	0.0362678788751	1	1	1	0.0150492588802	1	1	0.000400770509233	1	1	0.0310407708752	1	0.0834088664138	1	1	0.0407835679619	0.0344040152192	1	0.0583117089456	1	0.065897082526	1	1	1	1	0.0464544363475	0.0509524098852	1	0.015383046721	0.0563898421288	1	1	1	1	0.0913987586244	1	1	1	1	0.0510912033334	0.0913987586244	1	1	0.0270563096271	0.0176445827837	1	1	0.00878820017967	1	0.0221850798193	1	1	1	1	1	1	1	0.0691191545145	1	1
Assembly_of_the_pre-replicative_complex	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.077612509691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0774696904501	1	1	0.0367881163908	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0459262015658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0496363560939	1	1	1	1
Atypical_NF-kappaB_pathway	1	1	1	1	1	1	1	1	1	1	1	0.0620539755874	1	1	1	1	1	1	1	1	1	1	0.0124291692726	1	1	1	1	1	0.0830842420293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0116189906439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049049937139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Aurora_A_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0436840488464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0784348037475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Aurora_B_signaling	1	1	0.0226093272545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.057081638841	1	0.057081638841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0121789637583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0823586435306	1	1	1	1	1	1	1	1	1	1	1	1	0.0657707121631	1	1	1	1
Autodegradation_of_Cdh1_by_Cdh1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0462634919284	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0716007695111	1	1	1	1	1	1	1	1	1	0.0269636451972	1	1	0.0141098965222	0.0797092964321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0553507258633	1	1	1	1	1	1	1	1	0.015011856741	1	1	1	1	0.0654366624901	1	1	0.0581368662773	1	1	1	1	0.0634396114521	1	1	1	1	1	1	1	1	1	1	0.0854010459259	1	1	1	1	1	1	1	1	1	1	1	0.023575514388	1	1	1	1
Autodegradation_of_the_E3_ubiquitin_ligase_COP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0587635649572	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0977544234472	1	1	1	1	1	1	1	1	1	0.0444387831619	1	1	0.0220712641894	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0820726126446	1	1	1	1	1	1	1	1	0.0254117296016	1	1	1	1	0.0896525863081	1	1	0.0859897749003	1	1	1	1	0.0870184724871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0333193274203	1	1	1	1
