	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CDC5L	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	FOS	FOXO3	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MBD2	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MTF2	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YBX3	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF267	ZNF274	ZNF281	ZNF322	ZNF350	ZNF37A	ZNF385A	ZNF394	ZNF444	ZNF580	ZNF75A	ZNF780A
Apoptosis-related_network_due_to_altered_Notch3_in_ovarian_cancer	1	0.0695253995017	0.0403276446983	0.0814458648622	1	0.098054873471	1	0.0206336069963	1	0.000382356809455	1	1	1	1	1	1	1	1	1	1	1	0.0246601907213	0.0270578667197	1	1	0.0355929354948	1	0.00124549736752	0.00409058638656	1	1	0.00219662642999	1	1	1	0.0477122627302	1	0.0329535669781	1	0.00220438566396	1	1	1	0.00865809819565	1	1	1	0.0150963327642	1	0.0845194984243	1	1	1	0.0194438197475	1	1	1	1	0.00301731626818	1	1	1	1	1	1	1	1	1	0.00109693475059	1	1	0.00609980635607	0.000997602589881	0.0150963327642	4.45985679499e-05	1	0.0286428673463	0.000822385104066	1	1	1	1	1	1	1	0.0418541444383	1	0.0314131239751	1	0.0101824705605	0.0105081850738	1	0.0314415623117	1	1	0.0707678022656	0.0451987620019	1	1	1	1	1	1	1	1	1	1	0.00447988326972	0.0610084527872	1	0.00382532134305	1	1	1	1	1	0.0290824656564	1	1	1	1
Apoptosis_Modulation_by_HSP70	1	1	1	1	1	0.0750254951832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0549561218061	1	1	0.0837214947688	1	1	0.0923457715064	1	0.0824602261966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Arrhythmogenic_right_ventricular_cardiomyopathy_(ARVC)	1	1	0.0800338027281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00197401209191	1	1	1	1	1	1	1	1	0.00602873838352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0363710002081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0114973675111	1	1	1	1	1	0.00329411610394	1	1	1	1	1
Aryl_Hydrocarbon_Receptor	1	0.00524352513795	1	1	0.0792862905626	0.0124712491033	1	0.0122352884915	1	0.000109056724126	1	0.0620130076041	1	1	1	0.0202428075328	1	1	1	1	1	0.0946721074292	0.00116158535849	1	1	0.00337545460927	1	0.0114785756567	1	1	0.0405076692289	1	1	1	1	1	6.80211155724e-05	0.00330350156147	1	0.0250662551711	1	1	1	1	1	1	1	0.0439704590072	0.0217454450611	1	1	1	0.0122215322592	1	0.0428000395162	0.0039452005185	1	1	0.0756167981904	1	1	1	1	1	1	1	1	0.00365525774616	0.00738049011092	1	0.0146999976776	0.0721512384507	0.0425600023212	1	0.00530480473068	1	1	1	0.00583640562557	1	0.0691814193041	1	1	1	1	0.00357396725192	0.0973159320763	0.0572918982879	1	1	0.09790465385	1	1	1	1	0.00768745461253	1	1	1	0.0147002450836	1	1	1	1	0.0281982733762	1	0.00105817156028	1	1	1	1	1	1	1	1	1	0.017427694537	1	1	0.00199064276892	1
Aryl_Hydrocarbon_Receptor_Pathway	1	0.00677194274574	1	1	1	0.0029646455089	1	0.0156619872784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0630799978309	1	1	1	1	1	0.000837077149462	1	0.0395644102647	0.0122182231166	0.0208499303024	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0536870014382	0.0484328073871	1	1	0.0301625153958	1	1	1	1	1	1	1	1	0.046152520101	1	1	1	1	0.0563733468141	0.0105855202535	0.0881538698945	1	0.00375499651715	1	0.0454613573471	1	0.0858047281792	1	1	1	1	1	1	1	1	1	0.00680745568938	0.0759971829913	1	1	1	0.0551237174691	1	1	1	1	1	1	1	1	1	1	0.00149358259262	1	0.0507536559124	1	1	1	1	1	1	1	1	1	1	1	1
Arylhydrocarbon_receptor_(AhR)_signaling_pathway	1	0.0232931433145	1	1	1	0.00287684371619	1	0.00391341877036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00861240788691	1	1	0.0302439896739	1	1	0.0505313794127	1	0.0917914920558	1	1	1	1	1	0.000187079023764	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0952847676255	0.0192856151379	1	1	0.0901685000337	1	1	1	1	1	1	1	1	0.0183344081659	1	1	1	1	0.0571563523283	0.0970460789743	1	1	0.0253409446567	1	1	1	1	1	1	1	1	1	0.0477272445497	1	1	1	0.00578849985945	1	1	1	1	0.0970460789743	1	1	1	1	1	1	1	1	1	1	0.000216838177515	1	0.0202573372366	1	1	1	1	1	1	1	1	1	1	0.0122714707388	1
BCL-XL_prevents_the_binding_of_truncated_BID_to_BAX._This_is_prevented_by_BAD._BAD_can_displace_tBID_from_BCL-XL.___	1	1	1	1	0.0824630287728	0.0143382151423	1	1	1	1	1	1	1	1	1	0.0838838740987	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0527112582505	1	1	1	1	1	1	1	1	1	0.0993790211584	1	0.0783538096833	1	1	1	1	1	0.0949094705325	1	1	1	0.07224273127	1	1	1	1	1	1	1	0.0177519508643	1	1	1	1	1	1	1	1	0.0374269850118	1	1	0.0190813989013	1	0.0949094705325	1	1	1	1	1	0.030950911842	1	1	1	1	1	1	1	1	0.0590701221765	1	0.0337183573157	1	0.00788898948311	1	1	1	1	1	1	1	1	1	0.0746479787854	1	0.019393373583	1	1	1	1	1	0.019393373583	1	0.0838838740987	1	1	1	1	1	1	0.0177519508643	1
BDNF_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0865998991894	1	1	1	1	1	0.00637299433561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0536047259054	1	1	1	0.00376867655147	1	1	1	0.0982042583977	1	1	1	1	1	1	0.0923366704951	1	1	1	1	1	1	1	1	1	1	0.0536047259054	1	1	1	0.0733328108672	1	1	1	1	1	1	1	1	0.0338810109837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0718261859408	1	1	1
Benzo(a)pyrene_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00201388298822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bladder_Cancer	1	1	1	1	1	0.0287752281669	1	1	1	1	1	1	1	1	1	1	0.000788389883754	1	1	1	1	1	1	1	1	1	1	1	0.060649221224	1	1	0.0447405735646	1	1	1	1	0.0417790572993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0067789439077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0222392112926	1	1	1	1	0.0732811004342	1	1	1	1	1	1	1	1	1	1	1	1	0.0800338027291	0.0573279576522	1	1	1	1	1	1	1	0.00817762795871	1	1	1	1	0.0556925534813	1	0.00203268297034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Calcium_Regulation_in_the_Cardiac_Cell	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0906937554509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00500138133345	1	0.0635896672439	0.0546868665121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0278131196529	1	1	1	1	1	0.0719748203743	1	1	1	1	1	1
Cell_Cycle	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00896627979874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0678473674846	1	1	1	1	1	0.067703573258	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0435215303814	1	1	1	1	1	1	1	0.0800842284893	1	1	1	1	1	1	0.0222025206964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cholesterol_Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00763070029038	1	1	0.0199114371742	1	0.00332607743391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.21214634827e-05	0.0253749794515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0139785989576	1	1	0.00615653783537	1	1	1	1	1	1	1	1	1	1	1	1	0.00205127832301	1	1	1	1	1	1	1	1	0.0639393261918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Complement_Activation,_Classical_Pathway	1	1	1	1	1	1	1	1	1	0.0532030971732	1	0.0358441610066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000869674814721	0.0136599570015	1	1	1	1	7.45632464664e-05	1	1	1	0.00345222850524	0.00916104431828	1	1	4.04524664994e-05	1	1	1	1	1	1	1	1	1	1	1	1	0.0271071068776	1	1	1	0.000118694040299	1	1	1	1	1	1	1	1	1	0.00213122401993	1	1	1	0.000754168775299	0.00203584402713	0.00470467554768	1	1	1	0.0016245959673	1	1	1	1	0.000668677643288	1	1	1	1	1	1	0.0510675081219	8.02378059694e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00985447653837	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Complement_and_Coagulation_Cascades	1	0.0134351791455	1	1	1	1	1	1	1	1	1	0.00161029720444	0.021138053551	1	0.049460536642	1	1	1	1	0.00204884113507	1	1	0.0354280027303	1	1	1	1	0.0122727941769	0.000919312888364	1	0.0922423043821	1	1	0.00137648418504	1	1	1	0.00169840391664	0.000349643783803	1	1	0.00310757500619	1	1	0.0171777164242	1	0.00175935247859	1	1	1	0.0408264264445	0.0237808563147	1	1	0.000729778117646	0.0752575059184	1	1	0.0244858705332	0.049460536642	1	1	1	1	1	1	0.0233081600331	1	0.010826888407	1	1	1	0.0103030797745	0.000772932123127	0.0318264330111	1	1	1	0.00050860995173	1	1	1	1	0.0116876134563	1	0.0599963293915	1	0.0537214865361	1	1	1	0.000263666798243	1	1	1	1	1	1	1	0.00581623224697	1	1	1	1	1	1	0.00375030492609	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Constitutive_Androstane_Receptor_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012043333773	1	1	1	1	1	1	1	1	1	0.0426812935127	1	1	1	1	1	1	1	1	1	1	0.0442691573994	1	1	1	1	1	1	1	1	1	1	1	0.0129544662034	1	1	1	1	1	1	0.0248228324588	1	1	1	1	1	1	1	1	1	1	1	0.0016628389666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0845540528747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0168876099646	1	0.0473948912027	1	0.0260598144157	1	1	0.00651830457111	1	1	1	1	1	1	1	1	1
Corticotropin-releasing_hormone	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0970583128441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0667632038268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0792238807708	1	1	1	1	1	1	1	1
Cytochrome_P450	1	1	1	1	1	1	1	1	1	1	1	1	0.0017442821541	1	1	0.0441674042919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0945300318448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0827083195243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.044094625202	1	1	1	1	1	1	0.0323822129771	1	1	1	1	1	1	0.00161854514222	1	1	1	1	1	1	1
Cytokines_and_Inflammatory_Response	1	1	0.00969468717396	1	1	0.0946013036413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0259823905772	1	1	1	1	1	1	1	1	1	1	0.0214963342612	1	1	1	1	0.0729456961544	1	1	1	0.062176546739	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0386766576807	0.0743317980715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0743317980715	0.0109431590416	1	1	1	1	1	1	1	1	1	1	1	0.0150875298098	1	1	1	1	1	1	1	1	1	1	0.00909612851575	1
DNA_Damage_Response	1	1	1	1	1	0.00444852053612	1	1	1	1	1	0.0702690960001	1	1	1	1	0.000100326029362	1	1	1	1	1	0.0508558398974	1	1	0.00806186192739	1	1	0.066165076456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0111065333761	1	1	1	1	0.00285074617559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0162789381519	1	1	1	0.084328552854	0.0766266298856	1	1	1	0.0822402591906	1	1	1	1	1	1	1	1	0.0959290455135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.074569440369	1	1	1	1	1	1	1	1	1	1
DNA_Damage_Response_(only_ATM_dependent)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00596965725282	1	1	1	1	1	0.0696768056336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.078396119475	1	1	1	1	0.0466531459822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0465247786119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Differentiation_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0653678516885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0479801122168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Diurnally_Regulated_Genes_with_Circadian_Orthologs	0.0040405789038	1	1	1	1	0.0029646455089	0.0333757012944	1	1	1	1	0.017023041635	1	1	0.0314061873854	1	1	1	1	1	1	1	1	1	1	0.0255033000427	1	0.016656771244	1	1	1	1	1	1	0.0289816461534	1	0.0842149705326	0.0208499303024	1	1	1	1	1	0.0276005697309	1	1	1	0.0551237174691	1	0.00925974721248	1	1	1	1	1	1	1	1	0.00163948412325	1	1	1	1	1	1	1	1	1	1	1	1	0.0893883028758	0.00299909137456	0.0551237174691	0.00221417261001	1	1	1	1	1	1	1	1	1	1	1	1	0.0751615128874	0.0203978537984	0.00113470740148	1	0.0759971829913	1	1	1	0.0105855202535	1	1	1	0.0187731316085	1	1	1	1	0.000173807471192	1	1	1	1	1	1	1	1	1	1	1	0.00296722602537	1	1	1	1
Dopamine_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0579292491559	1	1	1	1	1	1	1	1	1	1	1	0.050950110148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EBV_LMP1_signaling	1	1	1	1	1	0.0879220884421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0322633167529	1	1	1	1	1	0.00610794677294	1	0.00499794660399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0239769641818	1	1	1	1	1	1	0.0559276443098	1	1	1	1	1	1	1	1	1	0.0140422790771	1	1	0.000146182023024	1	0.0689606531147	0.00565312427171	1	1	0.0318579494055	1	2.14983759548e-05	0.0950430103024	0.00376070536336	1	1	1	1	1	0.0442992394067	0.0964874300598	1	0.00277154256478	1	0.0383292974398	1	1	1	1	1	1	1	1	1	0.0178608431307	1	1	1	1	1	1	1	1	1	0.00632435118512	1	1	1	0.0362612621017	1	1	1	1
EGF/EGFR_Signaling_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0518984738088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
