TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
NR1H3	KEGG-hsa04145	Phagosome	152	up	180	23	1.28456911774e-10	5.11451194229e-06	ACTB ATP6V1D C3 CD14 CLEC7A CYBB FCGR2A FCGR2B FCGR3A HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 MARCO NCF2 OLR1 TFRC TLR2 TUBA1B TUBA4A
RBPJ	KEGG-hsa05416	Viral_myocarditis	71	up	108	13	3.22935456154e-10	1.28573522513e-05	BID CD40 CD55 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 ICAM1
RBPJ	KEGG-hsa04640	Hematopoietic_cell_lineage	88	up	108	14	4.52121340366e-10	1.8000306924e-05	ANPEP CD14 CD36 CD38 CD44 CD55 CD9 CSF2RA HLA-DRA HLA-DRB1 HLA-DRB5 IL1B IL3RA MME
KLF3	KEGG-hsa04978	Mineral_absorption	51	down	13	6	5.16611975421e-10	2.05673559655e-05	FTH1 MT1E MT1F MT1H MT1X MT2A
RBPJ	KEGG-hsa05323	Rheumatoid_arthritis	91	up	108	14	7.13375358785e-10	2.84001864086e-05	ATP6V1D CCL2 CCL3 CCL3L3 CD86 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 ICAM1 IL1B
NR1H3	KEGG-hsa05152	Tuberculosis	180	up	180	24	7.19448500774e-10	2.86412448158e-05	C3 CALM1 CALM3 CD14 CD74 CLEC4E CLEC7A CYCS FCGR2A FCGR2B FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 HSPD1 IFNGR1 IL10RA IL18 IL1B LSP1 TLR2
ATF3	KEGG-hsa05152	Tuberculosis	180	down	56	14	7.30182914133e-10	2.90678516287e-05	CD14 CD74 CLEC4E CTSS HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IL10RA IL1B TLR2
RBPJ	KEGG-hsa05330	Allograft_rejection	38	up	108	10	9.00203467324e-10	3.58352996273e-05	CD40 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5
DNMT1	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	55	up	23	7	9.2874596902e-10	3.69705907888e-05	ACTB ACTG1 NCL TUBA1A TUBA1B TUBB TUBB4B
PKNOX1	KEGG-hsa05150	Staphylococcus_aureus_infection	55	down	188	14	1.01321750989e-09	4.03321361988e-05	C1QA C1QB C1QC C2 C3AR1 FCGR2A FCGR2B FCGR3A FPR1 FPR2 HLA-DPB1 HLA-DQA1 ICAM1 PTAFR
FOS	KEGG-hsa05150	Staphylococcus_aureus_infection	55	up	54	9	1.07970499208e-09	4.29776572097e-05	C3AR1 C5AR1 FCGR3A FPR1 HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5
MEF2A	KEGG-hsa04612	Antigen_processing_and_presentation	78	up	210	17	1.23207299918e-09	4.90414336594e-05	CALR CD74 CTSS HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HLA-E HSP90AA1 HSPA5 HSPA8 IFI30 PSME1
MTF1	KEGG-hsa04978	Mineral_absorption	51	up	41	8	1.39587108539e-09	5.55598568116e-05	MT1E MT1F MT1G MT1H MT1M MT1X MT2A SLC11A1
ATF3	KEGG-hsa05150	Staphylococcus_aureus_infection	55	down	56	9	1.51787760139e-09	6.04145642904e-05	C3AR1 FPR2 HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 PTAFR
RBPJ	KEGG-hsa04145	Phagosome	152	up	108	17	1.57293111869e-09	6.26042314549e-05	ATP6V1D CD14 CD36 CLEC7A CYBB FCGR2B HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 MARCO MRC1 OLR1
PLSCR1	KEGG-hsa05012	Parkinson's_disease	130	down	18	8	1.68577929394e-09	6.70940158987e-05	MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9 UCHL1
PLSCR1	KEGG-hsa00190	Oxidative_phosphorylation	131	down	18	8	1.80725534538e-09	7.19269554906e-05	ATP6V1D MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9
MEF2A	KEGG-hsa05323	Rheumatoid_arthritis	91	up	210	18	2.09202377643e-09	8.32583622545e-05	ATP6V1D CCL20 CCL3 CD86 CSF1 CTSK FLT1 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL18 IL1B TLR2 TNFSF13B
RUNX1	KEGG-hsa05310	Asthma	30	up	13	5	3.07357372886e-09	0.000122319013688	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
ETS2	KEGG-hsa05332	Graft-versus-host_disease	43	up	141	11	3.08750836009e-09	0.000122870482698	CD80 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B
RBPJ	KEGG-hsa05332	Graft-versus-host_disease	43	up	108	10	3.36303562776e-09	0.000133832002807	CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B
ETS2	KEGG-hsa04940	Type_I_diabetes_mellitus	44	up	141	11	4.03676703176e-09	0.000160639107262	CD80 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B
RBPJ	KEGG-hsa04940	Type_I_diabetes_mellitus	44	up	108	10	4.28812041431e-09	0.000170637175647	CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B
PKNOX1	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	down	188	29	4.31091207176e-09	0.000171539813159	CCL15 CCL18 CCL2 CCL20 CCL3 CCL3L3 CCL4 CCL4L2 CCL5 CCL8 CCR1 CCR7 CSF1R CSF2RA CXCL2 CXCL3 IFNGR1 IFNGR2 IL10RA IL15RA IL18 IL1B IL2RA IL3RA IL7R INHBA TNFSF10 TNFSF13B TNFSF9
ATF3	KEGG-hsa05332	Graft-versus-host_disease	43	down	56	8	4.57252702368e-09	0.000181945422799	HLA-A HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B
RUNX1	KEGG-hsa05322	Systemic_lupus_erythematosus	136	up	13	7	4.69669536596e-09	0.000186881508611	C1QA C1QB HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
FOS	KEGG-hsa05152	Tuberculosis	180	up	54	13	5.05799013784e-09	0.000201252369594	CALM2 CD14 CD74 CLEC7A CORO1A CTSD FCGR3A HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 MRC1
BATF3	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	up	114	22	5.26302379456e-09	0.000209405190738	CCL1 CCL18 CCL2 CCL3 CCL3L3 CCL4 CCL7 CCL8 CCR1 CCR7 CD40 CSF1 CSF2RA CXCL3 IFNGR2 IL10RA IL15RA IL18 IL1B IL2RA IL7R INHBA
KLF10	KEGG-hsa04978	Mineral_absorption	51	down	18	6	5.42988887187e-09	0.000216038988545	FTH1 MT1E MT1F MT1G MT1H MT2A
ATF3	KEGG-hsa04940	Type_I_diabetes_mellitus	44	down	56	8	5.54872958691e-09	0.000220761755345	HLA-A HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B
POU2F2	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	up	135	24	5.76489056492e-09	0.000229356171125	CCL15 CCL18 CCL2 CCL20 CCL23 CCL3 CCL3L3 CCL4L2 CCL7 CCL8 CCR1 CSF1R CSF2RA CXCL2 IFNGR1 IFNGR2 IL18 IL1B IL3RA IL7R INHBA RELT TNFRSF21 TNFSF13B
ETS2	KEGG-hsa05152	Tuberculosis	180	up	141	20	7.19290671469e-09	0.000286162600737	CALM1 CD14 CD74 CLEC7A FCGR2A FCGR2B FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IFNGR2 IL18 IL1B NFKB1 TLR2
YBX1	KEGG-hsa04062	Chemokine_signaling_pathway	190	down	73	15	7.20192605552e-09	0.000286514224267	CCL18 CCL20 CCL23 CCL3 CCL3L3 CCL4 CCL4L2 CCL5 CCL8 CCR1 CXCL3 LYN NCF1 NFKBIA STAT1
RUNX1	KEGG-hsa04612	Antigen_processing_and_presentation	78	up	13	6	7.20975235069e-09	0.000286818368015	CD74 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
HMG20B	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	55	up	30	7	7.35891914072e-09	0.000292745162337	ACTG1 TUBA1A TUBA1B TUBA4A TUBB TUBB4B YWHAQ
NR3C1	KEGG-hsa04145	Phagosome	152	up	91	15	7.92710908026e-09	0.000315340399213	CD14 CLEC7A CORO1A CYBB FCGR2A FCGR2B HLA-DPA1 HLA-DPB1 HLA-DRA MARCO MRC1 OLR1 TLR2 TUBA1A TUBB
NR3C1	KEGG-hsa05150	Staphylococcus_aureus_infection	55	up	91	10	7.98387933543e-09	0.000317590736084	C1QA C1QB C1QC FCGR2A FCGR2B FPR1 FPR2 HLA-DPA1 HLA-DPB1 HLA-DRA
NR3C1	KEGG-hsa05323	Rheumatoid_arthritis	91	up	91	12	1.06435591452e-08	0.000423379495676	CCL2 CCL20 CCL3 CCL3L3 CD86 FOS HLA-DPA1 HLA-DPB1 HLA-DRA IL1B JUN TLR2
RUNX1	KEGG-hsa05330	Allograft_rejection	38	up	13	5	1.07242050795e-08	0.000426576705448	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
NR1H3	KEGG-hsa05323	Rheumatoid_arthritis	91	up	180	16	1.09210298582e-08	0.000434394883641	ATP6V1D CCL20 CCL3 CCL3L3 CD86 CSF1 CTSK HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 IL18 IL1B TLR2
ATF3	KEGG-hsa04145	Phagosome	152	down	56	12	1.22628521781e-08	0.000487754945386	CD14 CTSS CYBB HLA-A HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 MARCO TLR2
ETS2	KEGG-hsa05330	Allograft_rejection	38	up	141	10	1.23362393634e-08	0.000490661584438	CD80 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5
RBPJ	KEGG-hsa04612	Antigen_processing_and_presentation	78	up	108	12	1.27488926083e-08	0.000507061705709	CD74 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HSP90AB1 HSPA1A PSME1
ETS2	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	up	141	24	1.41407004994e-08	0.000562403940263	CCL15 CCL18 CCL2 CCL20 CCL23 CCL3 CCL3L3 CCL4 CCL4L2 CCL5 CCL8 CCR1 CSF1R CSF2RA CXCL2 CXCL3 IFNGR1 IFNGR2 IL18 IL1B IL2RA IL3RA IL7R INHBA
MEF2A	KEGG-hsa04145	Phagosome	152	up	210	22	1.51496607481e-08	0.000602517157613	ATP6V1D C3 CALR CD14 CTSS CYBB FCGR2A FCGR3A HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HLA-E OLR1 TLR2 TUBA1B TUBA4A TUBB2A
HMGA1	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	down	121	22	1.674242045e-08	0.000665846061297	CCL1 CCL15 CCL18 CCL22 CCL23 CCL3 CCL4 CCL4L2 CCL8 CSF2RA CXCL2 CXCL3 CXCR4 IL10RA IL18 IL1B IL2RA IL7R TNFRSF18 TNFRSF9 TNFSF10 TNFSF13B
ATF3	KEGG-hsa05140	Leishmaniasis	72	down	56	9	1.7960255061e-08	0.000714261383519	HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IL1B TLR2
ETS2	KEGG-hsa05322	Systemic_lupus_erythematosus	136	up	141	17	1.80844069719e-08	0.00071918069646	C1QA C1QB C1QC C2 CD80 CD86 FCGR2A FCGR2B FCGR3A HIST1H2BC HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5
RUNX1	KEGG-hsa05323	Rheumatoid_arthritis	91	up	13	6	1.84595851938e-08	0.0007340823244	CCL3 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
RUNX1	KEGG-hsa05332	Graft-versus-host_disease	43	up	13	5	2.04311749741e-08	0.000812466104019	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
RBPJ	KEGG-hsa05152	Tuberculosis	180	up	108	17	2.11501106628e-08	0.000841034150508	BID CALM3 CD14 CD74 CLEC7A FCGR2B HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR2 IL1B LSP1 MRC1
RUNX1	KEGG-hsa04940	Type_I_diabetes_mellitus	44	up	13	5	2.30200956075e-08	0.000915371081737	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
MEF2A	KEGG-hsa04940	Type_I_diabetes_mellitus	44	up	210	12	2.46172121576e-08	0.000978854207024	CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HLA-E HSPD1 IL1B
ZNF267	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	55	up	11	5	2.6516759899e-08	0.0010543594071	ACTB ACTG1 TUBA1A TUBB TUBB4B
RBPJ	KEGG-hsa05320	Autoimmune_thyroid_disease	53	up	108	10	2.93099086113e-08	0.00116539127629	CD40 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5
NFE2L2	KEGG-hsa05330	Allograft_rejection	38	up	155	10	3.07893388563e-08	0.00122418411292	CD40 CD80 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-E
RUNX1	KEGG-hsa04672	Intestinal_immune_network_for_IgA_production	47	up	13	5	3.24073826663e-08	0.00128848512743	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
NFE2L2	KEGG-hsa05140	Leishmaniasis	72	up	155	13	3.37444576726e-08	0.00134161214815	FCGR2A FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 IFNGR1 IFNGR2 NCF1 NFKB1 NFKBIA TLR2
YBX1	KEGG-hsa04620	Toll-like_receptor_signaling_pathway	102	down	73	11	3.664700432e-08	0.00145697495075	CCL3 CCL4 CCL5 CD80 CD86 IL1B IRF7 MAP3K8 NFKBIA SPP1 STAT1
ATF3	KEGG-hsa04612	Antigen_processing_and_presentation	78	down	56	9	3.6828662564e-08	0.0014641603089	CD74 CTSS HLA-A HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5
PKNOX1	KEGG-hsa05162	Measles	135	down	188	19	4.09393241529e-08	0.0016275428317	DDX58 FCGR2B HSPA1A IFIH1 IFNGR1 IFNGR2 IL1B IL2RA IRF7 MX1 NFKB1 NFKBIA OAS1 OAS2 OAS3 SLAMF1 STAT2 TLR2 TNFSF10
RBPJ	KEGG-hsa05310	Asthma	30	up	108	8	4.22099052377e-08	0.00167801257282	CD40 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5
ATF3	KEGG-hsa05330	Allograft_rejection	38	down	56	7	4.89869992348e-08	0.00194738018058	HLA-A HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5
NR3C1	KEGG-hsa05142	Chagas_disease_(American_trypanosomiasis)	104	up	91	12	4.94747888213e-08	0.00196672180523	C1QA C1QB C1QC CCL2 CCL3 CCL3L3 FOS IFNGR2 IL1B JUN NFKBIA TLR2
DNMT1	KEGG-hsa04145	Phagosome	152	up	23	8	5.91656182936e-08	0.00235189249279	ACTB ACTG1 CORO1A MRC1 TUBA1A TUBA1B TUBB TUBB4B
RUNX1	KEGG-hsa05320	Autoimmune_thyroid_disease	53	up	13	5	6.01993015437e-08	0.00239292223636	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
MAFB	KEGG-hsa05150	Staphylococcus_aureus_infection	55	up	60	8	6.15280383309e-08	0.00244567799562	C1QB C1QC C3AR1 C5AR1 CFD FCGR2A FCGR3A FPR1
CEBPD	KEGG-hsa05150	Staphylococcus_aureus_infection	55	up	40	7	6.27044794976e-08	0.00249237765107	C2 C3 C3AR1 FCGR1A FCGR3A FPR1 HLA-DMA
FOXO3	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	55	down	61	8	7.03091665999e-08	0.00279457844485	ACTB ACTG1 TUBA1A TUBA1B TUBB TUBB2A TUBB4B YWHAQ
NR1H3	KEGG-hsa04612	Antigen_processing_and_presentation	78	up	180	14	7.19066339805e-08	0.00285800107419	CD74 CTSB HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 HSP90AA1 HSP90AB1 HSPA5 HSPA8 LGMN
NR3C1	KEGG-hsa05152	Tuberculosis	180	up	91	15	7.92040413256e-08	0.00314796462248	CALM1 CD14 CD74 CLEC4E CLEC7A CORO1A FCGR2A FCGR2B HLA-DPA1 HLA-DPB1 HLA-DRA IFNGR2 IL1B MRC1 TLR2
ETS2	KEGG-hsa05416	Viral_myocarditis	71	up	141	12	8.74743905088e-08	0.00347658217638	CD55 CD80 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 ICAM1
ETS2	KEGG-hsa04145	Phagosome	152	up	141	17	9.68339087803e-08	0.00384847003666	CD14 CLEC7A CYBB FCGR2A FCGR2B FCGR3A HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 MARCO OLR1 TLR2
HMGA1	KEGG-hsa04145	Phagosome	152	up	142	17	1.07583416509e-07	0.00427558013889	ACTB ACTG1 ATP6V1D C3 CALR CYBB FCGR1A FCGR3A HLA-DQB1 MARCO MRC1 MSR1 NCF2 TUBA1B TUBA4A TUBB TUBB2A
POU2F2	KEGG-hsa05323	Rheumatoid_arthritis	91	up	135	13	1.16631908131e-07	0.00463506866105	ACP5 CCL2 CCL20 CCL3 CCL3L3 CD80 CD86 HLA-DRA ICAM1 IL18 IL1B JUN TNFSF13B
NR3C1	KEGG-hsa05140	Leishmaniasis	72	up	91	10	1.1796968169e-07	0.00468811515036	FCGR2A FOS HLA-DPA1 HLA-DPB1 HLA-DRA IFNGR2 IL1B JUN NFKBIA TLR2
HMGA1	KEGG-hsa05150	Staphylococcus_aureus_infection	55	down	121	10	1.27105605041e-07	0.00505104963873	C1QA C1QB C2 CFD FCGR2A FPR1 FPR2 HLA-DQA1 HLA-DRB1 PTAFR
ETS2	KEGG-hsa04640	Hematopoietic_cell_lineage	88	up	141	13	1.30149696465e-07	0.00517188863811	CD14 CD38 CD44 CD55 CSF1R CSF2RA HLA-DRA HLA-DRB1 HLA-DRB5 IL1B IL2RA IL3RA IL7R
RBPJ	KEGG-hsa04672	Intestinal_immune_network_for_IgA_production	47	up	108	9	1.31039554097e-07	0.00520711876113	CD40 CD86 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5
ETS2	KEGG-hsa05142	Chagas_disease_(American_trypanosomiasis)	104	up	141	14	1.38799406857e-07	0.00551533323087	C1QA C1QB C1QC CCL2 CCL3 CCL3L3 CCL5 GNA15 IFNGR1 IFNGR2 IL1B NFKB1 NFKBIA TLR2
ATF3	KEGG-hsa05323	Rheumatoid_arthritis	91	down	56	9	1.43976885747e-07	0.00572092155516	CCL20 HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B TLR2
YBX1	KEGG-hsa04978	Mineral_absorption	51	down	73	8	1.60222447865e-07	0.00636627874346	FTH1 MT1E MT1F MT1G MT1H MT1M MT1X MT2A
MEF2A	KEGG-hsa05140	Leishmaniasis	72	up	210	14	1.73241536672e-07	0.00688340597658	C3 FCGR2A FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IL1B NFKBIA TLR2
MEF2A	KEGG-hsa05332	Graft-versus-host_disease	43	up	210	11	1.98202842805e-07	0.00787499535032	CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HLA-E IL1B
NR1H3	KEGG-hsa05140	Leishmaniasis	72	up	180	13	1.99802321577e-07	0.00793834603856	C3 FCGR2A FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IL1B NCF2 TLR2
FOS	KEGG-hsa05140	Leishmaniasis	72	up	54	8	2.27894616178e-07	0.00905425310076	FCGR3A HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 JUN NCF2
ATF3	KEGG-hsa04672	Intestinal_immune_network_for_IgA_production	47	down	56	7	2.28498947319e-07	0.00907803467803	CXCR4 HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5
RUNX1	KEGG-hsa05416	Viral_myocarditis	71	up	13	5	2.67595529957e-07	0.0106310352141	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
PPARG	KEGG-hsa04145	Phagosome	152	up	169	18	2.70172511363e-07	0.0107331433589	ACTB ACTG1 ATP6V1D C3 CD36 CORO1A FCGR2A HLA-A HLA-DMB HLA-E MRC1 MSR1 NCF1 TAP1 TUBA1A TUBA1B TUBB2A TUBB4B
NFE2L2	KEGG-hsa04672	Intestinal_immune_network_for_IgA_production	47	up	155	10	2.74825023849e-07	0.0109176988974	CD40 CD80 CD86 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 IL15RA TNFSF13B
ATF3	KEGG-hsa05310	Asthma	30	down	56	6	2.84700228947e-07	0.0113097165949	HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5
RUNX1	KEGG-hsa05140	Leishmaniasis	72	up	13	5	2.87234689922e-07	0.0114101108225	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
HIF1A	KEGG-hsa04978	Mineral_absorption	51	up	80	8	3.29993468107e-07	0.0131083305336	FTH1 MT1E MT1F MT1G MT1H MT1M MT2A SLC11A1
FOXO3	KEGG-hsa04145	Phagosome	152	down	61	11	3.34176993966e-07	0.0132741785543	ACTB ACTG1 ATP6V1D C3 CALR CORO1A TUBA1A TUBA1B TUBB TUBB2A TUBB4B
HMGN3	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	down	44	12	3.49905257768e-07	0.0138985867438	CCL2 CCL20 CCL3 CCL3L3 CCL4 CCL7 CCL8 CXCL2 CXCL3 IL1B IL3RA INHBA
ETS2	KEGG-hsa05320	Autoimmune_thyroid_disease	53	up	141	10	3.73898347061e-07	0.0148512423453	CD80 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5
