TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
DNMT1	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	0	17	6	2.53797438621e-08	0.00086750502495	ACTB ACTG1 NCL TUBA1A TUBA1B TUBB4B
STAT3	WP619	Type_II_interferon_signaling_(IFNG)	32	0	129	9	7.34573833983e-08	0.00251077336455	ICAM1 IFI6 IFIT2 IFNGR2 IL1B IRF1 SOCS3 STAT1 STAT2
RBPJ	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	86	7	1.4341866672e-07	0.00490190660984	CCL2 HBEGF ICAM1 IL1B MMP9 PLA2G7 TIMP1
BCL11A	WP619	Type_II_interferon_signaling_(IFNG)	32	0	107	8	2.58848335988e-07	0.00884691842739	CYBB EIF2AK2 IFI6 IFIT2 IFNGR1 IRF1 ISG15 STAT1
RELA	WP619	Type_II_interferon_signaling_(IFNG)	32	0	112	8	3.69391883859e-07	0.0126247064146	ICAM1 IFI6 IFNGR2 IRF1 ISG15 OAS1 SOCS3 STAT1
POU2F2	WP619	Type_II_interferon_signaling_(IFNG)	32	0	113	8	3.95789776175e-07	0.0135265113906	CYBB ICAM1 IFIT2 IFNGR1 IFNGR2 IL1B OAS1 SOCS3
MXD4	WP623	Oxidative_phosphorylation	69	0	6	4	5.16837225573e-07	0.0176629121839	MT-ATP6 MT-ND2 MT-ND4 MT-ND5
POU2F2	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	113	7	9.44318943041e-07	0.0322711555595	CCL2 HBEGF ICAM1 IL18 IL1B MMP9 TIMP1
STAT4	WP619	Type_II_interferon_signaling_(IFNG)	32	0	130	8	1.16554373708e-06	0.0398301261273	GBP1 ICAM1 IFIT2 IFNGR2 IL1B IRF1 ISG15 OAS1
DBP	WP98	Prostaglandin_Synthesis_and_Regulation	30	0	61	6	1.31812766102e-06	0.0450430584324	HPGD HSD11B1 PTGDS PTGER2 S100A10 TBXAS1
MSANTD3	WP167	Eicosanoid_Synthesis	21	0	21	4	1.39126099052e-06	0.0475407793072	ALOX5AP LTA4H PTGDS TBXAS1
HMG20B	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	0	52	7	2.15133379822e-06	0.0735110758851	ACTG1 CD14 TUBA1A TUBA1B TUBA4A TUBB4B YWHAQ
PPARG	WP619	Type_II_interferon_signaling_(IFNG)	32	0	151	8	3.63082086263e-06	0.124061518055	GBP1 IFIT2 IFNGR2 IRF1 ISG15 OAS1 SOCS3 STAT1
NFE2L2	WP619	Type_II_interferon_signaling_(IFNG)	32	0	206	9	3.96608170994e-06	0.135513079865	CYBB GBP1 IFI6 IFNGR1 IFNGR2 IRF1 ISG15 OAS1 SOCS3
HMGN3	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	52	5	4.86498184515e-06	0.166221834703	CCL2 IL1B S100A9 TIMP1 TLR2
NR3C1	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	93	6	5.0890836959e-06	0.173873633554	CCL2 HBEGF IL1B S100A9 TIMP1 TLR2
ZNF267	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	0	11	4	5.7423112686e-06	0.196186064492	ACTB ACTG1 TUBA1A TUBB4B
ARID3A	WP619	Type_II_interferon_signaling_(IFNG)	32	0	42	5	5.97568384653e-06	0.204153262933	IFI6 IFNGR2 IRF1 ISG15 STAT1
STAT5A	WP545	Complement_Activation,_Classical_Pathway	14	0	49	4	8.02378059694e-06	0.274116416533	C1QA C1QB C1QC CD55
DBP	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	61	5	1.08002465766e-05	0.368958023551	HBEGF ICAM1 IL18 IL1B NFKB1
SOX4	WP1742	TP53_Network	21	0	75	5	1.19987124402e-05	0.409888015669	BID CDKN1A CDKN2A PMAIP1 TNFSF10
MECP2	WP197	Cholesterol_Biosynthesis	17	0	14	3	1.21214634827e-05	0.41406919257	FDPS MSMO1 SQLE
NR3C1	WP2431	Spinal_Cord_Injury	121	0	93	11	1.37491507841e-05	0.469657241635	ANXA1 BTG2 C1QB CCL2 CXCL2 FCGR2A FKBP1A FOS IL1B LGALS3 VIM
NFKB2	WP2203	TSLP_Signaling_Pathway	50	0	114	8	1.52874371353e-05	0.522188277668	HCK IL7R LYN NFKB1 NFKB2 NFKBIA STAT1 STAT4
MITF	WP2884	NRF2_pathway	142	0	30	7	1.65966973662e-05	0.566893391937	CES1 FTH1 HBEGF SERPINA1 SLC7A11 SQSTM1 TXN
PKNOX1	WP408	Oxidative_Stress	31	0	256	9	1.75792664189e-05	0.600437423803	GCLC GPX3 MGST1 MT1X NFE2L2 NFKB1 NQO1 SOD2 TXNRD1
ZNF444	WP619	Type_II_interferon_signaling_(IFNG)	32	0	54	5	2.10257606145e-05	0.718134853787	EIF2AK2 ICAM1 IFI6 IFNGR2 ISG15
NR3C1	WP75	Toll-like_receptor_signaling_pathway	104	0	93	10	2.1271323439e-05	0.726500780735	CCL3 CCL4 CD14 CD86 FOS IL1B IRF7 JUN NFKBIA TLR2
REL	WP262	EBV_LMP1_signaling	23	0	37	4	2.14983759548e-05	0.734234033983	CCL20 CCL5 NFKB2 NFKBIA
ASCL2	WP619	Type_II_interferon_signaling_(IFNG)	32	0	55	5	2.30224485958e-05	0.786262664442	IFNGR2 ISG15 OAS1 SOCS3 STAT1
JUNB	WP619	Type_II_interferon_signaling_(IFNG)	32	0	93	6	2.34098237407e-05	0.799468890569	EIF2AK2 IFI6 IFNGR1 ISG15 SOCS3 STAT1
STAT2	WP615	Senescence_and_Autophagy	110	0	113	11	3.57337139129e-05	1	CCL3 CD44 CREG1 GSN IFI16 INHBA IRF1 IRF7 MMP14 SPARC SQSTM1
YBX1	WP75	Toll-like_receptor_signaling_pathway	104	0	121	11	4.00393345518e-05	1	CCL3 CCL4 CCL5 CD80 CD86 IL1B IRF7 MAP3K8 NFKBIA SPP1 STAT1
IRF3	WP545	Complement_Activation,_Classical_Pathway	14	0	25	3	4.04524664994e-05	1	C1QA C1QB C1QC
ZNF274	WP619	Type_II_interferon_signaling_(IFNG)	32	0	31	4	4.07300460938e-05	1	ICAM1 IFNGR2 IRF1 SOCS3
PLSCR1	WP619	Type_II_interferon_signaling_(IFNG)	32	0	31	4	4.07300460938e-05	1	ICAM1 IFI6 ISG15 OAS1
PKNOX1	WP2864	Apoptosis-related_network_due_to_altered_Notch3_in_ovarian_cancer	51	0	256	11	4.45985679499e-05	1	GCLC HSPA5 HSPD1 IL7R NFKB1 NGFRAP1 NQO1 RIPK2 SOCS3 TNFRSF21 VIM
CUX1	WP619	Type_II_interferon_signaling_(IFNG)	32	0	12	3	5.25722649285e-05	1	IFIT2 OAS1 STAT1
PLSCR1	WP623	Oxidative_phosphorylation	69	0	31	5	5.94914911848e-05	1	MT-ATP6 MT-ND2 MT-ND4 MT-ND5 NDUFB9
ETS2	WP619	Type_II_interferon_signaling_(IFNG)	32	0	162	7	6.12171428588e-05	1	CYBB GBP1 ICAM1 IFNGR1 IFNGR2 IL1B SOCS3
PLSCR1	WP111	Electron_Transport_Chain	114	0	31	6	6.16084595068e-05	1	MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9 UCP2
HMG20B	WP2586	Aryl_Hydrocarbon_Receptor	42	0	52	5	6.80211155724e-05	1	CDKN1A CYP1B1 HSP90AA1 LPL NQO1
ZHX1	WP1433	NOD_pathway	43	0	10	3	7.11399686527e-05	1	IL18 IL1B RIPK2
LCORL	WP1742	TP53_Network	21	0	20	3	7.25500728519e-05	1	CDKN1A CDKN2A PMAIP1
HES6	WP545	Complement_Activation,_Classical_Pathway	14	0	5	2	7.45632464664e-05	1	C1QB C1QC
XBP1	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	0	20	4	7.77804942691e-05	1	ACTG1 NCL TUBA1A TUBA1B
FOXO3	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	0	90	7	8.43770087499e-05	1	ACTB ACTG1 TUBA1A TUBA1B TUBB2A TUBB4B YWHAQ
TFEB	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	93	5	8.46007730282e-05	1	CCL2 IL1B MMP9 NFKB1 TLR2
DNMT1	WP2359	Parkin-Ubiquitin_Proteasomal_System_pathway	72	0	17	4	8.63005978239e-05	1	HSPA5 TUBA1A TUBA1B TUBB4B
STAT5A	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	49	4	9.35540315022e-05	1	IL1B MMP9 S100A9 TIMP1
NR1H3	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	156	6	9.81539114445e-05	1	IL18 IL1B MMP9 S100A9 TIMP1 TLR2
ETV5	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	0	64	6	9.94103467821e-05	1	ACTB ACTG1 CD14 TUBA1B TUBA4A YWHAQ
CEBPZ	WP707	DNA_Damage_Response	72	0	7	3	0.000100326029362	1	CDKN1A CYCS MDM2
YBX1	WP619	Type_II_interferon_signaling_(IFNG)	32	0	121	6	0.000103850548178	1	ICAM1 IFI6 IL1B IRF1 ISG15 STAT1
SOX4	WP619	Type_II_interferon_signaling_(IFNG)	32	0	75	5	0.000104203720591	1	GBP1 ICAM1 IFI6 IFNGR1 OAS1
BATF3	WP2586	Aryl_Hydrocarbon_Receptor	42	0	133	7	0.000109056724126	1	CCL1 CD36 CDKN1A GCLC LPL NFE2L2 NFKB1
FOS	WP619	Type_II_interferon_signaling_(IFNG)	32	0	76	5	0.000111031021596	1	CYBB EIF2AK2 IFIT2 ISG15 STAT1
KLF6	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	52	4	0.000118318459024	1	CCL2 ICAM1 IL18 NFKB1
MEF2A	WP545	Complement_Activation,_Classical_Pathway	14	0	189	5	0.000118694040299	1	C1QA C1QB C1QC C3 CD55
BATF3	WP98	Prostaglandin_Synthesis_and_Regulation	30	0	133	6	0.000120119937635	1	ANXA1 HPGD HSD11B1 PTGDS PTGER2 S100A10
ZNF580	WP167	Eicosanoid_Synthesis	21	0	24	3	0.000127402554845	1	ALOX5AP PTGES PTGS1
ETS2	WP75	Toll-like_receptor_signaling_pathway	104	0	162	12	0.000132587230723	1	CCL3 CCL4 CCL5 CD14 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKBIA TLR2
NFKB2	WP262	EBV_LMP1_signaling	23	0	114	5	0.000146182023024	1	CCL20 CCL5 NFKB1 NFKB2 NFKBIA
ARNT	WP98	Prostaglandin_Synthesis_and_Regulation	30	0	46	4	0.000152417167553	1	HPGD HSD11B1 PTGDS PTGIR
RBPJ	WP2884	NRF2_pathway	142	0	86	10	0.0001562485103	1	CES1 GCLC HBEGF HSP90AB1 HSPA1A NFE2L2 SERPINA1 SLC2A3 SLC2A6 SLC7A11
ZNF780A	WP2359	Parkin-Ubiquitin_Proteasomal_System_pathway	72	0	8	3	0.000158838982219	1	HSPA8 TUBA1B TUBB4B
RBPJ	WP408	Oxidative_Stress	31	0	86	5	0.00017100048158	1	GCLC MGST1 MT1X NFE2L2 SOD2
YY1	WP410	Diurnally_Regulated_Genes_with_Circadian_Orthologs	46	0	31	4	0.000173807471192	1	BTG1 DNAJA1 HSPA8 PSMA4
HMG20B	WP2100	Arylhydrocarbon_receptor_(AhR)_signaling_pathway	28	0	52	4	0.000187079023764	1	CDKN1A CYP1B1 HSP90AA1 NQO1
GTF3A	WP2203	TSLP_Signaling_Pathway	50	0	54	5	0.000190503652153	1	HCK IL2RA IL7R LYN STAT4
IRF8	WP619	Type_II_interferon_signaling_(IFNG)	32	0	46	4	0.000197286528158	1	GBP1 IFI6 ISG15 OAS1
PKNOX1	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	256	7	0.000201396679246	1	CCL2 ICAM1 IL18 IL1B MMP9 NFKB1 TLR2
ZEB2	WP2100	Arylhydrocarbon_receptor_(AhR)_signaling_pathway	28	0	54	4	0.000216838177515	1	CDKN1A CYP1B1 HSP90AA1 NFE2L2
CREB3L2	WP2007	Iron_metabolism_in_placenta	13	0	47	3	0.00021740447779	1	FTH1 HAMP TFRC
STAT5A	WP129	Matrix_Metalloproteinases	31	0	49	4	0.000222714377214	1	MMP7 MMP9 TIMP1 TIMP3
RBPJ	WP2431	Spinal_Cord_Injury	121	0	86	9	0.000225290269828	1	ANXA1 C1QB CCL2 CD47 ICAM1 IL1B LGALS3 MMP9 VIM
MXD4	WP111	Electron_Transport_Chain	114	0	6	3	0.000229104844433	1	MT-ND2 MT-ND4 MT-ND5
TFEB	WP408	Oxidative_Stress	31	0	93	5	0.000247400930884	1	GPX3 MT1X NFE2L2 NFKB1 TXNRD1
NR3C1	WP408	Oxidative_Stress	31	0	93	5	0.000247400930884	1	FOS GCLC MGST1 MT1X SOD2
NFAT5	WP619	Type_II_interferon_signaling_(IFNG)	32	0	20	3	0.000262960537608	1	CYBB IFNGR1 IL1B
STAT5A	WP558	Complement_and_Coagulation_Cascades	59	0	49	5	0.000263666798243	1	C1QA C1QB C1QC CD55 SERPINA1
PKNOX1	WP75	Toll-like_receptor_signaling_pathway	104	0	256	15	0.000264282388554	1	CCL3 CCL4 CCL5 CD14 CD40 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKB2 NFKBIA SPP1 TLR2
ETV5	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	64	4	0.000266517846663	1	CCL2 MMP9 PLA2G7 S100A9
NFKB2	WP2018	RANKL/RANK_Signaling_Pathway	56	0	114	7	0.00026755889442	1	ICAM1 LYN NFKB1 NFKB2 NFKBIA SQSTM1 STAT1
REL	WP2036	TWEAK_Signaling_Pathway	43	0	37	4	0.000269131171822	1	BIRC3 CCL5 NFKB2 NFKBIA
ZNF322	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	26	3	0.000277555403942	1	PLA2G7 S100A9 TLR2
LYL1	WP129	Matrix_Metalloproteinases	31	0	21	3	0.000277561439917	1	MMP7 TIMP1 TIMP3
PPARG	WP408	Oxidative_Stress	31	0	151	6	0.000292199704416	1	FOS GCLC GPX3 MGST1 NFE2L2 SOD2
CEBPZ	WP1530	miRNA_Regulation_of_DNA_Damage_Response	105	0	7	3	0.000309003051627	1	CDKN1A CYCS MDM2
EGR2	WP236	Adipogenesis	131	0	121	11	0.000325319444487	1	CDKN1A CEBPD CFD DDIT3 EGR2 GADD45B HIF1A HMGA1 KLF6 LPL NR1H3
ZNF444	WP2018	RANKL/RANK_Signaling_Pathway	56	0	54	5	0.000326773088362	1	ACP5 ICAM1 LYN NFKBIA SQSTM1
TFDP2	WP2884	NRF2_pathway	142	0	22	5	0.00032784747267	1	CBR3 FTH1 GSTM4 HSP90AB1 SQSTM1
NR3C1	WP1449	Regulation_of_toll-like_receptor_signaling_pathway	144	0	93	10	0.000336226499162	1	CCL3 CCL4 CD14 CD86 FOS IL1B IRF7 JUN NFKBIA TLR2
BATF3	WP2203	TSLP_Signaling_Pathway	50	0	133	7	0.00033736092535	1	HCK IL2RA IL7R LYN NFKB1 NFKBIA STAT4
HMGN3	WP558	Complement_and_Coagulation_Cascades	59	0	52	5	0.000349643783803	1	C1QC C5AR1 CD55 CLU PLAUR
CEBPZ	WP1742	TP53_Network	21	0	7	2	0.00035846869434	1	CDKN1A MDM2
XBP1	WP2002	miR-targeted_genes_in_epithelium_-_TarBase	362	0	20	7	0.00036447439894	1	MTHFD2 NCL PSAT1 TPM4 TUBA1A TUBA1B UBE2S
BATF3	WP2864	Apoptosis-related_network_due_to_altered_Notch3_in_ovarian_cancer	51	0	133	7	0.000382356809455	1	CDKN1A GCLC IL7R NFKB1 RIPK2 SOCS3 VIM
IRF7	WP615	Senescence_and_Autophagy	110	0	124	10	0.000394440203355	1	CCL3 CD44 CREG1 GSN IFI16 INHBA IRF1 IRF7 MMP14 SQSTM1
STAT4	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	130	5	0.000410629755445	1	ICAM1 IL18 IL1B MMP9 TLR2
ETS2	WP408	Oxidative_Stress	31	0	162	6	0.000427388386405	1	GCLC MGST1 MT1X NFE2L2 NFKB1 SOD2
NFAT5	WP69	TCR_Signaling_Pathway	93	0	20	4	0.000456561391802	1	FYB IL1B LAT VIM
NR1H3	KEGG-hsa05330	Allograft_Rejection	59	0	156	8	0.000472895613215	1	C3 CD86 HLA-DRB5 IL1B IL2RA LRRK2 TUBA1B VIM
PKNOX1	WP15	Selenium_Micronutrient_Network	87	0	256	13	0.00047780972415	1	ALOX5AP CCL2 GPX3 ICAM1 IL1B KYNU NFKB1 NFKB2 PRDX2 PTGS1 SOD2 TXN TXNRD1
NR1H3	WP2884	NRF2_pathway	142	0	156	13	0.000492010386441	1	BLVRB CBR3 FTH1 GCLC GSTM3 GSTM4 GSTP1 HSP90AA1 HSP90AB1 SERPINA1 SLC2A3 SLC39A8 TXNRD1
RBPJ	WP558	Complement_and_Coagulation_Cascades	59	0	86	6	0.00050860995173	1	C1QA C1QB CD55 CLU F3 SERPINA1
CEBPG	WP2525	Trans-sulfuration_and_one_carbon_metabolism	31	0	26	3	0.000531162695663	1	MTHFD2 PHGDH PSAT1
EGR2	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	0	121	7	0.00053445031277	1	ACTG1 NCL TUBA1A TUBA1B TUBA4A TUBB4B YWHAQ
IRF1	WP254	Apoptosis	89	0	132	9	0.000558953187735	1	BID BIRC3 CARD16 CASP1 CFLAR IRF7 MCL1 TNFRSF21 TNFSF10
RELA	WP408	Oxidative_Stress	31	0	112	5	0.000587101317289	1	GPX3 JUNB MGST1 NQO1 SOD2
PKNOX1	WP15	Selenium_Pathway	89	0	256	13	0.00059819040623	1	ALOX5AP CCL2 GPX3 ICAM1 IL1B KYNU NFKB1 NFKB2 PRDX2 PTGS1 SOD2 TXN TXNRD1
NFKB2	WP75	Toll-like_receptor_signaling_pathway	104	0	114	9	0.000602566016002	1	CCL3 CCL4 CCL5 CD40 CD80 NFKB1 NFKB2 NFKBIA STAT1
POU2F2	WP408	Oxidative_Stress	31	0	113	5	0.000611567895431	1	MGST1 MT1X NFE2L2 SOD2 TXNRD1
NFKB2	WP408	Oxidative_Stress	31	0	114	5	0.000636795386686	1	GPX3 MGST1 NFE2L2 NFKB1 SOD2
YBX1	WP2884	NRF2_pathway	142	0	121	11	0.000650682976138	1	BLVRB FTH1 GPX3 GSTM4 HSPA1A NQO1 SERPINA1 SLC2A3 SLC7A11 TXN TXNRD1
MEF2A	WP2431	Spinal_Cord_Injury	121	0	189	13	0.000660003633891	1	ANXA1 C1QB CCND1 CXCL2 FCGR2A FKBP1A IL1B LGALS3 MBP MMP9 RHOC TNFSF13B VIM
RUNX1	WP545	Complement_Activation,_Classical_Pathway	14	0	14	2	0.000668677643288	1	C1QA C1QB
BBX	KEGG-hsa05330	Allograft_Rejection	59	0	15	3	0.00066931687576	1	C3 TUBA1A TUBA1B
TFDP2	WP2446	RB_in_Cancer	94	0	22	4	0.000697392088201	1	CKS1B H2AFZ HMGB2 MDM2
HMGN3	WP75	Toll-like_receptor_signaling_pathway	104	0	52	6	0.000707521700465	1	CCL3 CCL4 CD14 IL1B SPP1 TLR2
MAFB	WP558	Complement_and_Coagulation_Cascades	59	0	92	6	0.000729778117646	1	C1QB C1QC C5AR1 CFD CLU F3
YBX1	WP1449	Regulation_of_toll-like_receptor_signaling_pathway	144	0	121	11	0.000732222634706	1	CCL3 CCL4 CCL5 CD80 CD86 IL1B IRF7 MAP3K8 NFKBIA SPP1 STAT1
ZNF394	WP619	Type_II_interferon_signaling_(IFNG)	32	0	65	4	0.000750708771722	1	IFIT2 IFNGR2 ISG15 SOCS3
NR1H3	WP545	Complement_Activation,_Classical_Pathway	14	0	156	4	0.000754168775299	1	C1QA C1QB C1QC C3
NR3C1	WP558	Complement_and_Coagulation_Cascades	59	0	93	6	0.000772932123127	1	C1QA C1QB C1QC CLU PLAUR SERPINA1
STAT3	KEGG-hsa05330	Allograft_Rejection	59	0	129	7	0.000785361015247	1	C3 CD80 CD86 IL1B IL2RA STAT1 TUBA1B
CEBPZ	WP2828	Bladder_Cancer	31	0	7	2	0.000788389883754	1	CDKN1A MDM2
HMG20B	WP697	Estrogen_metabolism	18	0	52	3	0.000808271278224	1	CYP1B1 NQO1 SULT1A1
NFKB2	WP15	Selenium_Micronutrient_Network	87	0	114	8	0.000816982611606	1	CCL2 GPX3 ICAM1 KYNU NFKB1 NFKB2 SOD2 TXN
PPARG	WP2864	Apoptosis-related_network_due_to_altered_Notch3_in_ovarian_cancer	51	0	151	7	0.000822385104066	1	GCLC HSPA5 HSPD1 IL7R NGFRAP1 RIPK2 SOCS3
ATF4	WP623	Oxidative_phosphorylation	69	0	31	4	0.000832338366827	1	MT-ATP6 MT-ND2 MT-ND4 MT-ND5
HES6	WP2873	Aryl_Hydrocarbon_Receptor_Pathway	46	0	5	2	0.000837077149462	1	AHR MGST1
FOXO3	WP1982	SREBP_signalling	62	0	90	6	0.000847633652515	1	FDPS INSIG1 LPL MDH1 PPARG SQLE
POU2F2	WP615	Senescence_and_Autophagy	110	0	113	9	0.000851084279762	1	CCL3 CD44 CDKN2A GSN IL1B INHBA JUN MAP1LC3A MDM2
CEBPD	WP2359	Parkin-Ubiquitin_Proteasomal_System_pathway	72	0	30	4	0.000860853993728	1	CARD16 HSPA8 SNCA TUBA4A
ETS2	WP545	Complement_Activation,_Classical_Pathway	14	0	162	4	0.000869674814721	1	C1QA C1QB C1QC CD55
HMG20B	WP2359	Parkin-Ubiquitin_Proteasomal_System_pathway	72	0	52	5	0.000881196596279	1	HSPA8 TUBA1A TUBA1B TUBA4A TUBB4B
MITF	WP619	Type_II_interferon_signaling_(IFNG)	32	0	30	3	0.000896088758548	1	IFI6 IFNGR2 STAT1
STAT2	WP254	Apoptosis	89	0	113	8	0.000896674271748	1	BIRC3 CASP1 CFLAR IRF1 IRF7 MCL1 NFKBIA TNFSF10
ETV5	WP558	Complement_and_Coagulation_Cascades	59	0	64	5	0.000919312888364	1	C1QA C3 C5AR1 CLU PLAUR
XPA	WP1742	TP53_Network	21	0	11	2	0.000929239778311	1	CDKN1A CDKN2A
ATF3	WP1742	TP53_Network	21	0	107	4	0.000945059558796	1	BID CDKN1A CDKN2A PMAIP1
NFKB2	WP15	Selenium_Pathway	89	0	114	8	0.000950291683832	1	CCL2 GPX3 ICAM1 KYNU NFKB1 NFKB2 SOD2 TXN
NFE2L2	WP2203	TSLP_Signaling_Pathway	50	0	206	8	0.000958645154865	1	HCK IL2RA IL7R LYN NFKB1 NFKB2 NFKBIA STAT4
ATF4	WP619	Type_II_interferon_signaling_(IFNG)	32	0	31	3	0.000987734344669	1	IFIT2 IRF1 ISG15
NR1H3	WP2864	Apoptosis-related_network_due_to_altered_Notch3_in_ovarian_cancer	51	0	156	7	0.000997602589881	1	CDKN1A GCLC HSPA5 HSPB1 HSPD1 NGFRAP1 VIM
ETV5	WP138	Androgen_receptor_signaling_pathway	90	0	64	6	0.00100403324829	1	CALR CCND1 CDKN1A FKBP4 NCOA4 RAN
ZNF385A	WP383	Striated_Muscle_Contraction	42	0	6	2	0.00104057800134	1	ACTG1 TPM4
ZEB2	WP2586	Aryl_Hydrocarbon_Receptor	42	0	54	4	0.00105817156028	1	CDKN1A CYP1B1 HSP90AA1 NFE2L2
HMG20B	WP2542	Sulindac_Metabolic_Pathway	5	0	52	2	0.00106980761082	1	CYP1B1 MSRB2
MITF	WP2447	Amyotrophic_lateral_sclerosis_(ALS)	34	0	30	3	0.0010722487277	1	BID CARD16 CASP1
HLX	WP1533	Vitamin_B12_Metabolism	30	0	34	3	0.00107224872789	1	ABCA1 CCL5 SOD2
NFE2L2	WP254	Apoptosis	89	0	206	11	0.00107981857868	1	BID BIRC3 CARD16 CYCS IRF1 MCL1 MDM2 NFKB1 NFKBIA TNFRSF21 TNFSF10
ZHX1	WP2865	IL1_and_megakaryotyces_in_obesity	25	0	10	2	0.00108421126759	1	IL18 IL1B
NFE2L2	WP2864	Apoptosis-related_network_due_to_altered_Notch3_in_ovarian_cancer	51	0	206	8	0.00109693475059	1	GCLC IL7R NFKB1 NQO1 SOCS3 SQSTM1 TNFRSF21 VIM
HIF1A	WP619	Type_II_interferon_signaling_(IFNG)	32	0	72	4	0.0011049762838	1	IFNGR2 IL1B SOCS3 STAT2
ATF5	WP623	Oxidative_phosphorylation	69	0	57	5	0.00110643642519	1	MT-ATP6 MT-ND2 MT-ND4 MT-ND5 NDUFB9
STAT3	WP410	Diurnally_Regulated_Genes_with_Circadian_Orthologs	46	0	129	6	0.00113470740148	1	BTG1 DNAJA1 HERPUD1 HSPA8 NCOA4 PSMA4
SOX4	WP408	Oxidative_Stress	31	0	75	4	0.00113982087249	1	GPX3 JUNB MGST1 SOD2
STAT4	WP408	Oxidative_Stress	31	0	130	5	0.00115670689353	1	GPX3 MT1X NFE2L2 NQO1 SOD2
DDIT3	WP2586	Aryl_Hydrocarbon_Receptor	42	0	25	3	0.00116158535849	1	AHR CDKN1A LPL
HLX	WP408	Oxidative_Stress	31	0	34	3	0.00118155378571	1	MGST1 NFE2L2 SOD2
NFE2L2	WP75	Toll-like_receptor_signaling_pathway	104	0	206	12	0.00119708545863	1	CCL3 CCL5 CD14 CD40 CD80 CD86 MAP3K8 NFKB1 NFKB2 NFKBIA SPP1 TLR2
