TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
DNMT1	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	up	17	6	2.53797438621e-08	0.00112584543772	ACTB ACTG1 NCL TUBA1A TUBA1B TUBB4B
YBX1	WP75	Toll-like_receptor_signaling_pathway	104	down	62	11	4.49104805567e-08	0.00199218400701	CCL3 CCL4 CCL5 CD80 CD86 IL1B IRF7 MAP3K8 NFKBIA SPP1 STAT1
NFE2L2	WP619	Type_II_interferon_signaling_(IFNG)	32	up	125	9	5.57684958213e-08	0.00247377893764	CYBB GBP1 IFI6 IFNGR1 IFNGR2 IRF1 ISG15 OAS1 SOCS3
STAT3	WP619	Type_II_interferon_signaling_(IFNG)	32	up	129	9	7.34573833983e-08	0.0032583491554	ICAM1 IFI6 IFIT2 IFNGR2 IL1B IRF1 SOCS3 STAT1 STAT2
RBPJ	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	86	7	1.4341866672e-07	0.00636147838105	CCL2 HBEGF ICAM1 IL1B MMP9 PLA2G7 TIMP1
ARID3A	WP619	Type_II_interferon_signaling_(IFNG)	32	down	21	5	1.57391702005e-07	0.00698110894242	IFI6 IFNGR2 IRF1 ISG15 STAT1
MXD4	WP623	Oxidative_phosphorylation	69	up	5	4	1.74115309726e-07	0.00772271044757	MT-ATP6 MT-ND2 MT-ND4 MT-ND5
BCL11A	WP619	Type_II_interferon_signaling_(IFNG)	32	up	107	8	2.58848335988e-07	0.0114807002461	CYBB EIF2AK2 IFI6 IFIT2 IFNGR1 IRF1 ISG15 STAT1
PLSCR1	WP111	Electron_Transport_Chain	114	down	14	6	3.46546714658e-07	0.0153700398885	MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9 UCP2
RELA	WP619	Type_II_interferon_signaling_(IFNG)	32	up	112	8	3.69391883859e-07	0.016382899441	ICAM1 IFI6 IFNGR2 IRF1 ISG15 OAS1 SOCS3 STAT1
POU2F2	WP619	Type_II_interferon_signaling_(IFNG)	32	up	113	8	3.95789776175e-07	0.0175532765734	CYBB ICAM1 IFIT2 IFNGR1 IFNGR2 IL1B OAS1 SOCS3
PLSCR1	WP623	Oxidative_phosphorylation	69	down	14	5	8.4314870652e-07	0.0373928019854	MT-ATP6 MT-ND2 MT-ND4 MT-ND5 NDUFB9
HMGN3	WP2865	IL1_and_megakaryotyces_in_obesity	25	down	37	5	8.58669430781e-07	0.0380802719163	CCL2 IL1B S100A9 TIMP1 TLR2
POU2F2	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	113	7	9.44318943041e-07	0.0418777121671	CCL2 HBEGF ICAM1 IL18 IL1B MMP9 TIMP1
NR3C1	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	71	6	1.02911467392e-06	0.0456371193298	CCL2 HBEGF IL1B S100A9 TIMP1 TLR2
SOX4	WP1742	TP53_Network	21	down	47	5	1.15097833631e-06	0.0510401343235	BID CDKN1A CDKN2A PMAIP1 TNFSF10
STAT4	WP619	Type_II_interferon_signaling_(IFNG)	32	up	130	8	1.16554373708e-06	0.0516848714771	GBP1 ICAM1 IFIT2 IFNGR2 IL1B IRF1 ISG15 OAS1
YBX1	WP1449	Regulation_of_toll-like_receptor_signaling_pathway	144	down	62	11	1.27812544914e-06	0.0566759167914	CCL3 CCL4 CCL5 CD80 CD86 IL1B IRF7 MAP3K8 NFKBIA SPP1 STAT1
DBP	WP98	Prostaglandin_Synthesis_and_Regulation	30	up	61	6	1.31812766102e-06	0.058448416745	HPGD HSD11B1 PTGDS PTGER2 S100A10 TBXAS1
HMG20B	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	up	31	6	1.32521118346e-06	0.0587611890856	ACTG1 TUBA1A TUBA1B TUBA4A TUBB4B YWHAQ
MSANTD3	WP167	Eicosanoid_Synthesis	21	up	21	4	1.39126099052e-06	0.0616885123198	ALOX5AP LTA4H PTGDS TBXAS1
ASCL2	WP619	Type_II_interferon_signaling_(IFNG)	32	down	32	5	1.48098163233e-06	0.0656652445958	IFNGR2 ISG15 OAS1 SOCS3 STAT1
NR3C1	WP75	Toll-like_receptor_signaling_pathway	104	up	71	10	1.78858843158e-06	0.0793024338796	CCL3 CCL4 CD14 CD86 FOS IL1B IRF7 JUN NFKBIA TLR2
YBX1	WP619	Type_II_interferon_signaling_(IFNG)	32	down	62	6	2.17483950637e-06	0.0964258591941	ICAM1 IFI6 IL1B IRF1 ISG15 STAT1
ETS2	WP75	Toll-like_receptor_signaling_pathway	104	up	112	12	3.13628518467e-06	0.139050339947	CCL3 CCL4 CCL5 CD14 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKBIA TLR2
PLSCR1	WP619	Type_II_interferon_signaling_(IFNG)	32	up	17	4	3.28374163505e-06	0.14558468539	ICAM1 IFI6 ISG15 OAS1
PPARG	WP619	Type_II_interferon_signaling_(IFNG)	32	up	151	8	3.63082086263e-06	0.160968812124	GBP1 IFIT2 IFNGR2 IRF1 ISG15 OAS1 SOCS3 STAT1
FOXO3	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	down	58	7	4.5726686928e-06	0.202720121158	ACTB ACTG1 TUBA1A TUBA1B TUBB2A TUBB4B YWHAQ
ETS2	WP619	Type_II_interferon_signaling_(IFNG)	32	up	112	7	5.45573311361e-06	0.241863560393	CYBB GBP1 ICAM1 IFNGR1 IFNGR2 IL1B SOCS3
ZNF267	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	up	11	4	5.7423112686e-06	0.254562400848	ACTB ACTG1 TUBA1A TUBB4B
STAT5A	WP545	Complement_Activation,_Classical_Pathway	14	up	49	4	8.02378059694e-06	0.355694193863	C1QA C1QB C1QC CD55
DBP	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	61	5	1.08002465766e-05	0.478764130495	HBEGF ICAM1 IL18 IL1B NFKB1
PKNOX1	WP75	Toll-like_receptor_signaling_pathway	104	down	148	13	1.10576418584e-05	0.490163148298	CCL3 CCL4 CCL5 CD14 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKB2 NFKBIA TLR2
MECP2	WP197	Cholesterol_Biosynthesis	17	up	14	3	1.21214634827e-05	0.537308111799	FDPS MSMO1 SQLE
YBX1	WP623	Oxidative_phosphorylation	69	up	59	7	1.48125099295e-05	0.656579315136	ATP5G3 ATP6AP2 MT-ATP6 MT-ND2 MT-ND4 MT-ND5 NDUFB9
NFKB2	WP2203	TSLP_Signaling_Pathway	50	up	114	8	1.52874371353e-05	0.677615651022	HCK IL7R LYN NFKB1 NFKB2 NFKBIA STAT1 STAT4
MITF	WP2884	NRF2_pathway	142	up	30	7	1.65966973662e-05	0.735632014059	CES1 FTH1 HBEGF SERPINA1 SLC7A11 SQSTM1 TXN
ZNF444	WP619	Type_II_interferon_signaling_(IFNG)	32	up	54	5	2.10257606145e-05	0.931924787715	EIF2AK2 ICAM1 IFI6 IFNGR2 ISG15
REL	WP262	EBV_LMP1_signaling	23	up	37	4	2.14983759548e-05	0.952851019068	CCL20 CCL5 NFKB2 NFKBIA
JUNB	WP619	Type_II_interferon_signaling_(IFNG)	32	up	57	5	2.74571399749e-05	1	EIF2AK2 IFI6 ISG15 SOCS3 STAT1
NFE2L2	WP2203	TSLP_Signaling_Pathway	50	up	125	8	3.00246230612e-05	1	HCK IL2RA IL7R LYN NFKB1 NFKB2 NFKBIA STAT4
NR3C1	WP1449	Regulation_of_toll-like_receptor_signaling_pathway	144	up	71	10	3.32789316709e-05	1	CCL3 CCL4 CD14 CD86 FOS IL1B IRF7 JUN NFKBIA TLR2
STAT2	WP615	Senescence_and_Autophagy	110	up	113	11	3.57337139129e-05	1	CCL3 CD44 CREG1 GSN IFI16 INHBA IRF1 IRF7 MMP14 SPARC SQSTM1
KLF6	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	39	4	3.75816142959e-05	1	CCL2 ICAM1 IL18 NFKB1
IRF3	WP545	Complement_Activation,_Classical_Pathway	14	up	25	3	4.04524664994e-05	1	C1QA C1QB C1QC
ZNF274	WP619	Type_II_interferon_signaling_(IFNG)	32	up	31	4	4.07300460938e-05	1	ICAM1 IFNGR2 IRF1 SOCS3
TCF7L2	WP2884	NRF2_pathway	142	up	8	4	4.22576146325e-05	1	CES1 HBEGF SERPINA1 SLC2A3
NR3C1	WP2431	Spinal_Cord_Injury	121	up	71	9	4.97092311235e-05	1	ANXA1 BTG2 C1QB CCL2 CXCL2 FCGR2A FOS IL1B VIM
HMG20B	WP697	Estrogen_metabolism	18	down	21	3	5.22162971652e-05	1	CYP1B1 NQO1 SULT1A1
BATF3	WP2203	TSLP_Signaling_Pathway	50	up	99	7	5.24755883725e-05	1	HCK IL2RA IL7R LYN NFKB1 NFKBIA STAT4
FOS	WP619	Type_II_interferon_signaling_(IFNG)	32	down	33	4	5.24887154224e-05	1	EIF2AK2 IFIT2 ISG15 STAT1
CUX1	WP619	Type_II_interferon_signaling_(IFNG)	32	up	12	3	5.25722649285e-05	1	IFIT2 OAS1 STAT1
NFE2L2	WP75	Toll-like_receptor_signaling_pathway	104	up	125	11	5.42049781612e-05	1	CCL3 CCL5 CD14 CD40 CD80 CD86 MAP3K8 NFKB1 NFKB2 NFKBIA TLR2
TFDP2	WP2884	NRF2_pathway	142	up	16	5	6.25350978856e-05	1	CBR3 FTH1 GSTM4 HSP90AB1 SQSTM1
ZHX1	WP1433	NOD_pathway	43	up	10	3	7.11399686527e-05	1	IL18 IL1B RIPK2
LCORL	WP1742	TP53_Network	21	up	20	3	7.25500728519e-05	1	CDKN1A CDKN2A PMAIP1
HMG20B	WP2359	Parkin-Ubiquitin_Proteasomal_System_pathway	72	up	31	5	7.30887066853e-05	1	HSPA8 TUBA1A TUBA1B TUBA4A TUBB4B
PKNOX1	WP2865	IL1_and_megakaryotyces_in_obesity	25	down	148	6	7.31316964423e-05	1	CCL2 ICAM1 IL18 IL1B NFKB1 TLR2
HES6	WP545	Complement_Activation,_Classical_Pathway	14	up	5	2	7.45632464664e-05	1	C1QB C1QC
FOXO3	WP1982	SREBP_signalling	62	down	58	6	7.53221265138e-05	1	FDPS INSIG1 LPL MDH1 PPARG SQLE
XBP1	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	up	20	4	7.77804942691e-05	1	ACTG1 NCL TUBA1A TUBA1B
TFEB	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	93	5	8.46007730282e-05	1	CCL2 IL1B MMP9 NFKB1 TLR2
DNMT1	WP2359	Parkin-Ubiquitin_Proteasomal_System_pathway	72	up	17	4	8.63005978239e-05	1	HSPA5 TUBA1A TUBA1B TUBB4B
ETS2	WP1449	Regulation_of_toll-like_receptor_signaling_pathway	144	up	112	12	8.76892683059e-05	1	CCL3 CCL4 CCL5 CD14 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKBIA TLR2
STAT5A	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	49	4	9.35540315022e-05	1	IL1B MMP9 S100A9 TIMP1
NR1H3	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	156	6	9.81539114445e-05	1	IL18 IL1B MMP9 S100A9 TIMP1 TLR2
CEBPZ	WP707	DNA_Damage_Response	72	up	7	3	0.000100326029362	1	CDKN1A CYCS MDM2
PKNOX1	WP2203	TSLP_Signaling_Pathway	50	down	148	8	0.000100732996187	1	HCK IL2RA IL7R LYN NFKB1 NFKB2 NFKBIA STAT4
HMGN3	WP75	Toll-like_receptor_signaling_pathway	104	down	37	6	0.000104369872632	1	CCL3 CCL4 CD14 IL1B SPP1 TLR2
IRF8	WP619	Type_II_interferon_signaling_(IFNG)	32	up	40	4	0.000113548694738	1	GBP1 IFI6 ISG15 OAS1
MXD4	WP111	Electron_Transport_Chain	114	up	5	3	0.000116517695491	1	MT-ND2 MT-ND4 MT-ND5
MEF2A	WP545	Complement_Activation,_Classical_Pathway	14	up	189	5	0.000118694040299	1	C1QA C1QB C1QC C3 CD55
ZNF580	WP167	Eicosanoid_Synthesis	21	up	24	3	0.000127402554845	1	ALOX5AP PTGES PTGS1
ETV5	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	54	4	0.000137272923876	1	CCL2 MMP9 PLA2G7 S100A9
NFKB2	WP262	EBV_LMP1_signaling	23	up	114	5	0.000146182023024	1	CCL20 CCL5 NFKB1 NFKB2 NFKBIA
RBPJ	WP2884	NRF2_pathway	142	up	86	10	0.0001562485103	1	CES1 GCLC HBEGF HSP90AB1 HSPA1A NFE2L2 SERPINA1 SLC2A3 SLC2A6 SLC7A11
ZNF780A	WP2359	Parkin-Ubiquitin_Proteasomal_System_pathway	72	up	8	3	0.000158838982219	1	HSPA8 TUBA1B TUBB4B
KLF6	WP111	Electron_Transport_Chain	114	down	13	4	0.000165204773245	1	ATP5G3 MT-ND2 NDUFB6 SLC25A5
ATF3	WP1742	TP53_Network	21	up	68	4	0.00016619370788	1	BID CDKN1A CDKN2A PMAIP1
RBPJ	WP408	Oxidative_Stress	31	up	86	5	0.00017100048158	1	GCLC MGST1 MT1X NFE2L2 SOD2
FOS	WP1433	NOD_pathway	43	down	33	4	0.000171026885025	1	AIM2 CARD16 IL18 NFKBIA
HMG20B	WP2542	Sulindac_Metabolic_Pathway	5	down	21	2	0.000171579935286	1	CYP1B1 MSRB2
SOX4	WP254	Apoptosis	89	down	47	6	0.00017330541646	1	BID BIRC3 CASP1 CDKN2A PMAIP1 TNFSF10
YY1	WP410	Diurnally_Regulated_Genes_with_Circadian_Orthologs	46	up	31	4	0.000173807471192	1	BTG1 DNAJA1 HSPA8 PSMA4
GTF3A	WP2203	TSLP_Signaling_Pathway	50	up	54	5	0.000190503652153	1	HCK IL2RA IL7R LYN STAT4
ATF3	WP254	Apoptosis	89	up	68	7	0.000195672130239	1	BID BIRC3 CDKN2A CYCS JUN PMAIP1 TNFRSF1B
RUNX1	WP545	Complement_Activation,_Classical_Pathway	14	up	8	2	0.000207761938715	1	C1QA C1QB
ETS2	WP545	Complement_Activation,_Classical_Pathway	14	up	112	4	0.000212142007831	1	C1QA C1QB C1QC CD55
SOX4	WP619	Type_II_interferon_signaling_(IFNG)	32	down	47	4	0.000214659109904	1	GBP1 ICAM1 IFI6 OAS1
CREB3L2	WP2007	Iron_metabolism_in_placenta	13	up	47	3	0.00021740447779	1	FTH1 HAMP TFRC
STAT5A	WP129	Matrix_Metalloproteinases	31	up	49	4	0.000222714377214	1	MMP7 MMP9 TIMP1 TIMP3
RBPJ	WP2431	Spinal_Cord_Injury	121	up	86	9	0.000225290269828	1	ANXA1 C1QB CCL2 CD47 ICAM1 IL1B LGALS3 MMP9 VIM
IRF1	WP254	Apoptosis	89	up	93	8	0.00023941740215	1	BID BIRC3 CARD16 CASP1 CFLAR IRF7 MCL1 TNFSF10
TFEB	WP408	Oxidative_Stress	31	up	93	5	0.000247400930884	1	GPX3 MT1X NFE2L2 NFKB1 TXNRD1
NFE2L2	WP1449	Regulation_of_toll-like_receptor_signaling_pathway	144	up	125	12	0.000252367677842	1	CCL3 CCL5 CD14 CD40 CD80 CD86 MAP3K8 NFKB1 NFKB2 NFKBIA SQSTM1 TLR2
NFAT5	WP619	Type_II_interferon_signaling_(IFNG)	32	up	20	3	0.000262960537608	1	CYBB IFNGR1 IL1B
STAT5A	WP558	Complement_and_Coagulation_Cascades	59	up	49	5	0.000263666798243	1	C1QA C1QB C1QC CD55 SERPINA1
NFKB2	WP2018	RANKL/RANK_Signaling_Pathway	56	up	114	7	0.00026755889442	1	ICAM1 LYN NFKB1 NFKB2 NFKBIA SQSTM1 STAT1
REL	WP2036	TWEAK_Signaling_Pathway	43	up	37	4	0.000269131171822	1	BIRC3 CCL5 NFKB2 NFKBIA
ZNF322	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	26	3	0.000277555403942	1	PLA2G7 S100A9 TLR2
HMG20B	WP1742	TP53_Network	21	up	31	3	0.000277561439925	1	CDKN1A CDKN2A PMAIP1
PPARG	WP408	Oxidative_Stress	31	up	151	6	0.000292199704416	1	FOS GCLC GPX3 MGST1 NFE2L2 SOD2
FOS	WP2203	TSLP_Signaling_Pathway	50	down	33	4	0.000308797960393	1	IL7R NFKB2 NFKBIA STAT1
CEBPZ	WP1530	miRNA_Regulation_of_DNA_Damage_Response	105	up	7	3	0.000309003051627	1	CDKN1A CYCS MDM2
EGR2	WP236	Adipogenesis	131	up	121	11	0.000325319444487	1	CDKN1A CEBPD CFD DDIT3 EGR2 GADD45B HIF1A HMGA1 KLF6 LPL NR1H3
ZNF444	WP2018	RANKL/RANK_Signaling_Pathway	56	up	54	5	0.000326773088362	1	ACP5 ICAM1 LYN NFKBIA SQSTM1
HLX	WP1533	Vitamin_B12_Metabolism	30	down	23	3	0.00033200392249	1	ABCA1 CCL5 SOD2
TCF7L2	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	down	12	3	0.000332011014584	1	ACTB ACTG1 TUBA1A
LYL1	WP2359	Parkin-Ubiquitin_Proteasomal_System_pathway	72	up	10	3	0.0003332767608	1	HSPA5 SNCA TUBA1B
ETS2	KEGG-hsa05330	Allograft_Rejection	59	up	112	7	0.000333424140941	1	CD80 CD86 HLA-DRB5 IL1B IL2RA LRRK2 VIM
PKNOX1	WP1449	Regulation_of_toll-like_receptor_signaling_pathway	144	down	148	13	0.000337534431266	1	CCL3 CCL4 CCL5 CD14 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKB2 NFKBIA TLR2
CEBPZ	WP1742	TP53_Network	21	up	7	2	0.00035846869434	1	CDKN1A MDM2
XBP1	WP2002	miR-targeted_genes_in_epithelium_-_TarBase	362	up	20	7	0.00036447439894	1	MTHFD2 NCL PSAT1 TPM4 TUBA1A TUBA1B UBE2S
YBX1	WP111	Electron_Transport_Chain	114	up	59	7	0.000371716592944	1	ATP5G3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9 SLC25A5
TCF7L2	WP1982	SREBP_signalling	62	down	12	3	0.000384659768657	1	FDPS LPL SQLE
BATF3	WP619	Type_II_interferon_signaling_(IFNG)	32	up	99	5	0.000386750103346	1	ICAM1 IFNGR2 IL1B IRF1 SOCS3
IRF7	WP615	Senescence_and_Autophagy	110	up	124	10	0.000394440203355	1	CCL3 CD44 CREG1 GSN IFI16 INHBA IRF1 IRF7 MMP14 SQSTM1
YBX1	WP615	Senescence_and_Autophagy	110	down	62	7	0.000407109951579	1	CCL3 CD44 CREG1 IL1B IRF1 IRF7 MAP1LC3A
STAT4	WP2865	IL1_and_megakaryotyces_in_obesity	25	up	130	5	0.000410629755445	1	ICAM1 IL18 IL1B MMP9 TLR2
ETV5	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	up	54	5	0.00041775720231	1	ACTB ACTG1 TUBA1B TUBA4A YWHAQ
ATF3	WP410	Diurnally_Regulated_Genes_with_Circadian_Orthologs	46	down	39	4	0.000430218937641	1	DNAJA1 G0S2 GSTP1 NCOA4
FOS	WP262	EBV_LMP1_signaling	23	down	33	3	0.000442102646158	1	CCL5 NFKB2 NFKBIA
NFAT5	WP69	TCR_Signaling_Pathway	93	up	20	4	0.000456561391802	1	FYB IL1B LAT VIM
NR1H3	KEGG-hsa05330	Allograft_Rejection	59	up	156	8	0.000472895613215	1	C3 CD86 HLA-DRB5 IL1B IL2RA LRRK2 TUBA1B VIM
BATF3	WP2864	Apoptosis-related_network_due_to_altered_Notch3_in_ovarian_cancer	51	up	99	6	0.000488986499763	1	CDKN1A IL7R NFKB1 RIPK2 SOCS3 VIM
NR1H3	WP2884	NRF2_pathway	142	up	156	13	0.000492010386441	1	BLVRB CBR3 FTH1 GCLC GSTM3 GSTM4 GSTP1 HSP90AA1 HSP90AB1 SERPINA1 SLC2A3 SLC39A8 TXNRD1
PKNOX1	WP262	EBV_LMP1_signaling	23	down	148	5	0.000495593653278	1	CCL20 CCL5 NFKB1 NFKB2 NFKBIA
RBPJ	WP558	Complement_and_Coagulation_Cascades	59	up	86	6	0.00050860995173	1	C1QA C1QB CD55 CLU F3 SERPINA1
MSC	WP619	Type_II_interferon_signaling_(IFNG)	32	up	25	3	0.000518955055928	1	ICAM1 OAS1 SOCS3
BHLHE41	WP43	Oxidation_by_Cytochrome_P450	63	up	13	3	0.000519568022383	1	CYP19A1 CYP1B1 CYP27B1
CEBPG	WP2525	Trans-sulfuration_and_one_carbon_metabolism	31	up	26	3	0.000531162695663	1	MTHFD2 PHGDH PSAT1
EGR2	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	59	up	121	7	0.00053445031277	1	ACTG1 NCL TUBA1A TUBA1B TUBA4A TUBB4B YWHAQ
BHLHE41	WP43	Cytochrome_P450	64	up	13	3	0.000544287652854	1	CYP19A1 CYP1B1 CYP27B1
IRF1	WP167	Eicosanoid_Synthesis	21	down	39	3	0.000552078200014	1	ALOX5AP LTA4H TBXAS1
RELA	WP408	Oxidative_Stress	31	up	112	5	0.000587101317289	1	GPX3 JUNB MGST1 NQO1 SOD2
KLF6	WP2203	TSLP_Signaling_Pathway	50	up	39	4	0.000593516450404	1	HCK IL2RA NFKB1 NFKBIA
NFKB2	WP75	Toll-like_receptor_signaling_pathway	104	up	114	9	0.000602566016002	1	CCL3 CCL4 CCL5 CD40 CD80 NFKB1 NFKB2 NFKBIA STAT1
POU2F2	WP408	Oxidative_Stress	31	up	113	5	0.000611567895431	1	MGST1 MT1X NFE2L2 SOD2 TXNRD1
HMGN3	WP1449	Regulation_of_toll-like_receptor_signaling_pathway	144	down	37	6	0.000616420784648	1	CCL3 CCL4 CD14 IL1B SPP1 TLR2
HLX	WP15	Selenium_Micronutrient_Network	87	down	23	4	0.000620597839185	1	ABCA1 KYNU SOD2 TXN
TCF4	WP2036	TWEAK_Signaling_Pathway	43	up	46	4	0.000628148578284	1	BIRC3 CCL2 CCL5 NFKBIA
NFKB2	WP408	Oxidative_Stress	31	up	114	5	0.000636795386686	1	GPX3 MGST1 NFE2L2 NFKB1 SOD2
MEF2A	WP2431	Spinal_Cord_Injury	121	up	189	13	0.000660003633891	1	ANXA1 C1QB CCND1 CXCL2 FCGR2A FKBP1A IL1B LGALS3 MBP MMP9 RHOC TNFSF13B VIM
BBX	KEGG-hsa05330	Allograft_Rejection	59	up	15	3	0.00066931687576	1	C3 TUBA1A TUBA1B
HLX	WP15	Selenium_Pathway	89	down	23	4	0.000676538007118	1	ABCA1 KYNU SOD2 TXN
KLF6	WP623	Oxidative_phosphorylation	69	down	13	3	0.000679247688729	1	ATP5G3 MT-ND2 NDUFB6
ZNF75A	WP2586	Aryl_Hydrocarbon_Receptor	42	up	21	3	0.000687814855983	1	CCL1 CDKN1A HSP90AA1
ARID3A	WP2586	Aryl_Hydrocarbon_Receptor	42	down	21	3	0.000687814855983	1	CCL1 CYP1B1 NQO1
ZNF385A	WP383	Striated_Muscle_Contraction	42	down	5	2	0.00069748771929	1	ACTG1 TPM4
TCF7L2	WP197	Cholesterol_Biosynthesis	17	down	12	2	0.000724208928937	1	FDPS SQLE
ZNF394	WP619	Type_II_interferon_signaling_(IFNG)	32	up	65	4	0.000750708771722	1	IFIT2 IFNGR2 ISG15 SOCS3
NR1H3	WP545	Complement_Activation,_Classical_Pathway	14	up	156	4	0.000754168775299	1	C1QA C1QB C1QC C3
TFDP2	WP2007	Iron_metabolism_in_placenta	13	up	16	2	0.000754782798734	1	FTH1 TFRC
STAT3	KEGG-hsa05330	Allograft_Rejection	59	up	129	7	0.000785361015247	1	C3 CD80 CD86 IL1B IL2RA STAT1 TUBA1B
CEBPZ	WP2828	Bladder_Cancer	31	up	7	2	0.000788389883754	1	CDKN1A MDM2
TCF4	WP2431	Spinal_Cord_Injury	121	up	46	6	0.000810849936163	1	C1QB CCL2 CD47 FCGR2A ICAM1 TNFSF13B
ZEB2	WP408	Oxidative_Stress	31	up	30	3	0.000815421364493	1	GPX3 MGST1 NFE2L2
NFKB2	WP15	Selenium_Micronutrient_Network	87	up	114	8	0.000816982611606	1	CCL2 GPX3 ICAM1 KYNU NFKB1 NFKB2 SOD2 TXN
PPARG	WP2864	Apoptosis-related_network_due_to_altered_Notch3_in_ovarian_cancer	51	up	151	7	0.000822385104066	1	GCLC HSPA5 HSPD1 IL7R NGFRAP1 RIPK2 SOCS3
NFE2L2	WP1533	Vitamin_B12_Metabolism	30	up	125	5	0.000829329570748	1	ABCA1 CCL5 NFKB1 NFKB2 SOD2
ATF4	WP623	Oxidative_phosphorylation	69	up	31	4	0.000832338366827	1	MT-ATP6 MT-ND2 MT-ND4 MT-ND5
HES6	WP2873	Aryl_Hydrocarbon_Receptor_Pathway	46	up	5	2	0.000837077149462	1	AHR MGST1
ETS2	WP2203	TSLP_Signaling_Pathway	50	up	112	6	0.000847154339055	1	HCK IL2RA IL7R NFKB1 NFKBIA STAT4
POU2F2	WP615	Senescence_and_Autophagy	110	up	113	9	0.000851084279762	1	CCL3 CD44 CDKN2A GSN IL1B INHBA JUN MAP1LC3A MDM2
CEBPD	WP2359	Parkin-Ubiquitin_Proteasomal_System_pathway	72	up	30	4	0.000860853993728	1	CARD16 HSPA8 SNCA TUBA4A
IRF2	WP465	Tryptophan_metabolism	47	up	5	2	0.000873924085846	1	IDO1 WARS
BHLHE41	WP702	Metapathway_biotransformation	177	up	13	4	0.000891124606479	1	AKR1B1 CYP19A1 CYP1B1 CYP27B1
