	Atf6	Batf	Bcl11b	Crem	Ddit3	Egr2	Etv6	Fosl2	Hif1a	Id2	Ikzf3	Ikzf4	Irf4	Irf8	Lef1	Maf	Nfatc2	Nfe2l2	Pou2af1	Prkrir	Rorc	Satb1	Sp4	Stat3	Zeb1	Zfp36l2
Ltn1	0	0	0	0	0	0	0	0	0	0	-0.605860300245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltv1	0	0	0	0	0	0	0	-0.648102643366	0	0	-0.65769824749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luc7l	0.656298096159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223941890086	0	0	0
Luc7l2	0	0	0	0	0	-0.220004046134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lum	0	0.688907375574	0	0	0	0	0	0.671300144996	0	0	-0.635655464233	0	0.688192285825	0	0	-0.676802715812	0	0	0	0	-0.668851556086	0	0	0.688527576869	0	0
Luzp1	0	0	0	0	0	0	0	-0.634285696263	0	0	-0.632637637701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lxn	0	0	-0.664612142287	0	0	-0.641163449425	0	0	0.677409563223	0	0	0.345352377222	0.589044053644	0	0	0	0	0	0	-0.66981292358	0	0	0	0	0	0
Ly6a	0.681599217685	0	0	0	0	0.381026401685	0.592778049858	0.682901808555	0.620042155742	0	0	0	0	0.405820012862	0.669950079288	0	0.677445169351	0	0	0	-0.672783765987	0.664623995889	-0.277124574115	0	0.287279626514	0
Ly6c1	0	0	0	0	0	0.289288846317	0	0.657535409126	0.641595732236	0	-0.624426258203	0	0	0	0	0	0	0	-0.209160050145	0	-0.675266696319	0	0	0	0	0
Ly6e	0	0	0	0	0	0	0	0.678635007481	0	0	0	0	-0.64593414526	0	0	0	0	0	0	0	0	0	-0.216375152189	0	0	0
Ly6i	0	-0.617396710173	0	0	0	0	0	0.627270199842	0	0	0	0	0	0	0	0	0	0.651642594848	0	0	-0.634650726777	0	0	0	0	0
Ly6k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679718027226	0	0	0	0	-0.666986647714	0	0	0	0	0
Ly75	0	0.677940687974	-0.681063814592	0	0	-0.672407892981	0	0.618864186321	0	0.67313089344	0.668985746639	0	0	0	0	0	0	0	0	0	0	0	0.394157523232	0	0	-0.636436123552
Ly9	0	0	0	0	0	0	0	0	0.622902514737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly96	0	0	0	0	0	0	0	0	0	0	-0.647368968174	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06971626478	0
Lyar	0	-0.612759738388	0	0	0	0	0	-0.651268650603	0	0	-0.642265769296	0	0	0	0	0	0	0	-0.330280989932	0	0	0	0	0	0	0
Lypla1	0.66503049919	0	0	0	0	0	0	0	0	0	0	0	0	0.300762085412	0	-0.603746014591	0.675688600342	0	0	0	-0.613637980121	0	0	0	0	0
Lypla2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299708371862	0	0	0
Lyrm1	0	0	0	0	0	0	0	0	0	0.629433272153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyrm2	0	0	0	0	0	0	0	0	0	0	0	0.584596098469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyrm4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594560036395	0	0	0	0	0	0.711244706108	0	0	0
Lyrm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.608361301394	0	0	0	0	0
Lysmd1	0	0	0	0	-0.617071435457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysmd2	0.641310883207	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604781962472	0	0	0	0	0.591545384177	0.686138999077	0.626893368314	0	0	0	0
Lysmd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.556510005575	0
Lyst	0	0	-0.640603254081	0	0	0	0	0	0	0	-0.669184059129	0	-0.680666256605	0	0	-0.681963741306	0	0	0	0	0	0	0	0	0.298902415323	0
Lzic	0	0	0	0	0	0	0	0	0	0	-0.663144791901	0	0	0	0	-0.61792799221	0	0	0	0	0	0	0	0	0	0
Lztfl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.633645989321	0	0	0	0	0	0	0	0	0	0
Lztr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653672144177	0	0	0	0	0	0	0	0	0	0	0
Lzts1	0	0.672442508288	0	0	0	0	0	0.681572513088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M6pr	0	-0.645626941362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mab21l2	0	0	0	0	0	0	0	0	0	0	-0.605441057277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macf1	0	0	-0.676867770755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62579241201
Macrod1	0	0	0	0	0	0	0	0.636812642298	0	0	0	0	0	0	0.656393045835	0	0	0	0	0.665680311036	0	0	0	0	0	0
Mad1l1	0	0	0	0	0	0	-0.295026958377	-0.622702302208	0	0	0	0	0	-0.34221810179	0	0	0	0	0	0	0	0	0	0	0	0
Mad2l1	0	0	0	0	0	0	0.273142850307	0	0	0	0	0	0	0.370178823666	0	0	0	0	0	0	0	0	0	0	0	0
Mad2l1bp	0	0	0	0	0	0	-0.261423346714	0	0	0	0	0	0	0	0	0	0	0	0	-0.62720193578	0	0	0	0	0	0
Mad2l2	0	0	0	0	0	0	0	0	0.635382462801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Madd	0	0.596355178711	-0.641044182029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618252947781	0	0
Maf	0	0.687492031963	0	0.677783427573	0	-0.234753349311	-0.195004169783	0.684323086521	0	0	0	0	0.687770946637	0	0.624181368188	0.689215962022	0	0	0	0	-0.662667722318	0	0	0.689046832911	0	0
Maf1	0	0	0	0	0	0.497681148232	0	0.596215721374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maff	0	0	0	-0.665750603794	0	0	-0.647018394313	0	0.675353309298	0	0	0	0	0	0	0	0	0	0	0	0.658345448551	0	0	0	0	0
Mafg	0	0	0	0	-0.660853412235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mafk	0	0	0.595037751954	0.66640133514	0	0.640580957572	0	-0.654478027801	0	0	-0.636146990471	0	0	0	0	0	0	0	0	0	0	0.664615094357	0	0	0	0
Maged1	0	0	0	0	0	0	0	0	0.639655198229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maged2	0	0.66734193037	0	0	0	0	0	0.679450981261	0	0	0	0	0	0	0	0	0	0	-0.532650706979	0	0	0	0.471069657304	0.665339085637	0	0
Magee1	0	0	0	0	0	0	0	0	0.610125848935	0	0	0	0	0	0.652779023785	0	0	0	0	0	0	0	0	0.641201097645	0	0
Magoh	0.681732740667	0	0	0	0	0	0	0	0	0	-0.62978606269	0	0	0	0	0	0	0	0	0	0	0	0.24496631118	0	0	0
Magohb	0.648622008274	0	0	0	0	0	0	0	0	0	-0.628116319149	0	0	0	0	-0.660011312137	0	0	0	0	0	0	0	0	0	0
Mak16	0.650209448173	0	0	0	0	0	0	0	0	0	-0.645887161134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malat1	0	0	-0.656635683418	-0.660340201016	0	0	0	0.680293659637	0	0.675991252435	0	0	0	0	0	0	0	0.68272674509	0	0	0	0	0	0.650782113407	0	0
Malt1	0	0	0.675789484373	0.67282527417	0	-0.186558939257	0	0.676353248075	0.630893123423	0	0	0	0	0	0.654624608116	0	0	0	-0.231414301218	0	-0.67636901619	0.672843077234	0	0.687043988179	0	0
Maml1	0	0	0	0	0	0	0	0	0.653603899096	0	0	0	0	0	0.661128660934	0	0	0	0	0	0	0	0	0	0	0
Maml2	0	0.687319935675	0	0	0	0	0	0	0	0	0	0	0.678640941836	0	0	0	0	0	0	0	-0.676726818378	0	0	0.657036923326	0	0
Man1a	0	0	-0.685050236945	0	0	-1.00187315666	-0.293270868628	0.662745772607	0	0	0	0	0	0	0	0	0	0.671685878056	0	0	-0.680283155273	0	0	0.596488701693	-0.358847671724	0
Man2a2	0	0	0	0	0	0	0	0	0	0	0	0	0.635990734164	0	0.653535654017	0	0	0	0	0	0	0	0	0	0	0
Man2b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.590637427898	0	0	0	0	0	0	0	0	0	0	0
Man2c1	0	0	0.662463890755	0	0	0	0	0	0	0	0	0	0	0	0.683670307496	0	0	0	0	0	0	0.679664618033	0	0	0	0
Manba	0	0	-0.641304401802	0	0	0	0	0	0	0	0	0	0	0	0	-0.641481495814	0	0	0	0	0	0	0	0	0	0
Manbal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622107311199	0	0	0	0.625285158174	0	0.341322594524	0	0	0
Manf	0.669653361549	0	0	0	0	0	-0.214968310273	0	0	0	0	0	0.622567223693	-0.225451715337	0	0	0	0	0	0	0	0	0	0	-0.385656174251	0
Maoa	0	-0.642066990302	0	0	0	0	0	-0.630602863644	0	0	-0.675526916091	0	0	0	0	-0.615831777373	0	0	0	0	0	0	0	0	0	0
Map1lc3a	0.667926464314	0	-0.677518320186	-0.663723058064	0	-0.659841446452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658117490457	0	0	0	-0.633779713371
Map1lc3b	0	0	0	0	0	0	0.271250046449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.211999703686	0	0.351501527117	0
Map2k1	0	0	0	0	0	0	0	0	0.686032180691	0	0	0	0	0	0	-0.619460397538	0	0	0	0	0	0	0	0	0	0
Map2k2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.629350191185	0	0	0	0	0	0	0	0	0	0	0
Map2k3	0	0	0	0	0	0	0	0	0.592195196023	0	-0.639605744951	0	0	-0.242651424897	0	0	0	0	0	0	0	0	0.404658838441	0	0	0
Map2k4	0	-0.678024303078	-0.633765256717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k5	0	0	-0.640899615488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k6	0	0	0	0	0	0	0	0	0.591877708043	0	0	0	0	0	0	0	0	0	0	0	-0.677041250603	0	0	0	0	0
Map3k1	0	0	0	0	0	0	0	0	0.683569423466	0.675780582841	0.67630280606	0	0.67479547995	0	0	0	0	0	0	0	0	0	0	0.672365361676	0	0
Map3k10	0	0	0	0	0	0	0	0	0.66043137425	0	0	0	0	0	0.659024932171	0	0	0	0	0	0	0	0	0	0	0
Map3k11	0	0	0	0	0	0	-0.677106305546	0	0.598583528924	0	0	0	0	0	0.674929002933	0	0	0	0	0	0	0	0	0	0	0
Map3k14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597494574825	0	0	0	0	0	0	0	0	0	0	0
Map3k3	0	0	0	0	0	0.247735219647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.310030585618	0
Map3k4	0	0	0	0	0	0	0	0	0.597634032162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k5	0	0	0	0	0	0	0	0	0	0.656657124621	0	0	0	0	0.648203636263	0	0	0	0	0.667525895367	-0.671139321589	0	-0.36317297182	0.61038102619	0	0
Map3k7	0	0	0	0	0	0	0	0	0	0	-0.658677685802	0	0	0	0	-0.659302936089	0	0	0	0	0	0	0	0	0	0
Map3k8	0	0.668706831965	0	0	0	0	0	0	0	0	0	0	0.678759628931	0.332469012685	0	0	0	0	0	0	0	0	-0.31647525291	0.647363925064	0	0
Map4k1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671092442579	0	0	0	0	0	0	0	0	0	0	0
Map4k2	0	0	0	0	0	0	0	0	0.586723720932	0	0	0	0	0	0.641334620627	0	0	0	0	0	0	0	-0.373145937742	0	0	0
Map4k4	0	0	0	0	0	0	0	0	0	0	0	0	0.613434251715	0	0.635426970461	0	0	0	0	0	-0.624809359535	0	0	0.591566154418	0	0
Map4k5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671608731444	0	0.645717141618	0	0
Mapk11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.662701264946	0	0	0	0	0	0	0	0	0	0	0
Mapk14	0	0.656078525032	0	0	0	0	0	0	0	0	0	0	0.620000615258	0	0	0	0	0	0	0	0.647850542155	0	0	0.664407391941	0	0
Mapk1ip1	0	0	0	0	0	0	0	0	0	0	0.588886793243	0	0	0	0	0	0	0	0	0	-0.64234166673	0	0	0	0	0
Mapk3	0	0.663279864535	0	0	0	0	0	0	0	0	0	0	0.649633815761	0	0	0	0	0	0	0	0	0	0	0.669872932676	-0.441010463401	0
Mapk6	0	0	0.622205228053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305624689868	0	0	0
Mapk7	0	0	0	0	0	0	-0.637198712053	0	0	0	0	0	0	0	0.670745282825	0	0	0	0	0	0	0	0	0	0	0
Mapk8ip3	-0.630255903947	0	0	0	0	0	0	0	0.649165001735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk2	0	0.640931084503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.254940172609	0	0	0	0	0	0	0
Mapkapk3	0	0	-0.672545231195	0	0	0	0	-0.645977515222	0	0	-0.655620103471	0.244774374123	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.622915537856
Mapkapk5	0	0	0	0	0	0	0	0	0	0	-0.621751777205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkbp1	0	-0.619763987273	0	0	0	0	0	0.676204889206	0.604776028117	0	0	0	0	0	0.656265457207	0	0	0	0	0	-0.65580442581	0	0	0.636545596334	0	0
Mapre1	0	0	0	0	0	0	0	0	0	0	-0.606207259942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapre2	0	0	0.587329025118	0	0	0	0	-0.641991092869	0	0	-0.613778932499	0	0.678311585147	0	0	-0.661724425642	0	0	0	0	0	0	0	0	0	0
March2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660915024163	0	0	0	0	0	0	0	0	0
March7	0	0	0	0	0	0	0	0.62446325004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
March9	0	0	0	0.665116547334	0	0	0	0	0	0	0.600432080432	0	0	0	0.652158883712	0	0	0	0	0	0	0.662917868895	0	0	0	0
Marcks	0	0	-0.62247822407	-0.623540788143	0	0	0	0	0	0	0	0	0	0	0	-0.68476833219	-0.644427039076	-0.637675781636	0	-0.647079835093	0.59405561624	0	0	0	0	0
Marcksl1	0	-0.685252630101	0	0	-0.681779418967	-0.532823838384	-0.282439708243	-0.679618149186	0	0	-0.624935855258	0	0	-0.296587230537	0	0	0	0	-0.559199512398	0	0.663558779209	0	0.456177371467	0	0	0
Marcksl1-ps4	0	-0.679654290822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6540756803	0	0	0	0	0	0	0	0	0	0	0
Mark3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.615575171763
Mars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.620691967588	0	0	0	-0.223926964965	0	0	0	0.339415164047	0	0	0
Mars2	0	0	0	0	0	0	0	-0.6579150973	0	0	-0.654365988732	0	0	0	0	0	0	0	0	0	0	0	0.399987275535	0	0	0
Marveld1	0	0.645954515809	0	0.662686429059	0	0	0	0	0	0	0	0	0.670929247823	0	0	0	0	0	0	0	0.680219480203	0	0	0.67961120884	0	0
Marveld2	0	0	-0.679256732836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mast3	0	0	0	0	0	0	0	0	0.593183266091	0	0	0	0	0	0.659122849025	0	0	0	0	0	0	0	0	0.588575239618	0	0
Mast4	-0.635850629063	0.685646447632	0.641162524339	0	0	0	0	-0.685469479912	0	0	-0.622687845554	0	0.685079716752	0	0.604028299417	-0.685043008618	0	0	0	0	0.688592854772	0.680700162938	0	0.682940381861	0	0
Mat2a	0.672899453604	-0.671995878341	0	0	0	0	0	-0.680474705939	0	0	-0.675346207916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matk	0	0.679812976902	0	0	0	0	0	0.686720565844	0.686934202616	0.594435414945	0	0	0.588219178333	0	0.640794594343	0	0	0	0	0.610701481347	-0.658692142456	0	0	0.593049743109	0	0
Mau2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651298402272	0	0	0	0	0	0	0	0	0	0	0
Max	0	0	0	0	0	0	0	0	0.607743205498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.303848600457	0
Maz	0	-0.606149433326	0	0	0	0	0	0	0	0	0	0	0	0	0.612188037215	0	0	0	0	0	0	0	0	0	0	0
Mbd2	0	0	0	0	0	0	0	0	0.625225814627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd3	0	0	0	0	0	0	0	0	0	0	-0.61036354798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbip	0	0	0	0	-0.660788357292	0	0	0	0	0	0	0	0	0	0	0	0	0.65613786858	0	0	0	0	0	0	0	0
Mbnl1	0	-0.607642082856	0	0	0	0	0	0	0	0	-0.664796464626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl2	0	0.646862472087	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.671721201914	0	0	0	0	0	0	0	0	0	0
Mbnl3	0	-0.605621765453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat1	0	0	0	0	0	0.365563976221	0	-0.658493363462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat2	0	0	0.6700272259	0.668920468737	0	0.645485701783	0	0	0.688845064849	0.645530209443	0.677557922092	0	0.681789117037	0	0	0	0	0	0	0	0	0	0	0.684444740793	0	0.684263742972
Mboat7	0	-0.660791971456	0	0	0	0	0	0	0	0	0	0	0	0	0.656200179304	0	0	0	0	0	0	0	0	0	0	0
Mbp	0	-0.652450482071	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.686770578776	0	0	0	0	0	0	-0.30814405031	-0.609163645694	0	0
Mbtd1	0.6490908223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.685109388526	0	0	0	0	0	0	0	0	0
Mbtps1	0	0	-0.623262497553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbtps2	0	0	0.675023952609	0	0	0.67257603127	0	0	0	0	0	0	0	0	0.663060293409	0	0	0	0	0	0	0.670228993961	0	0	0	0.671958858374
Mccc2	0	0	-0.66892745352	0	-0.607844476013	-0.638243205308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.643501813217	0	0	0	-0.620410922542
Mcee	0	0	0	0	0	0	0	0	0	0	0	0.622810378543	0	0	0	0	0	0.675083296156	0	0	0	0	0	0	0	0
Mcl1	0	0	0	0	0	0	0.184063757511	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.643996953617	0	-0.236408843744	0	0	0
Mcm10	0	0	0	0	0	0	0	0	0	0	-0.637242082015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm2	0	-0.64754967635	0	0	0	0.242985150605	0	0	0	0	0	0	0	0	0.617232238762	0	0	0	0	0	0	0	0	0	0	0
Mcm3	0	0	0	0	0	0	0	0	0	0	0	0	0.598426268523	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm3ap	0	0	-0.603756857081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.626150214198
Mcm5	0	0	0	0	0	0.224573819713	0	0	0	0	-0.627592265439	0	0	0	0.63764938632	0	0	0	0	0	0	0	0	0	0	0
Mcm6	0	0	0	0	0	0.209015574972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln1	0	0	0	0	0	0	-0.639529847518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln3	0	0	0	0	0	0	0	0	0	0	0.587302320522	0	-0.672809065132	0	0	0	0	0	0	0	0	0	0	0	0	0
Mctp2	0.603384421926	0.676445230574	0	0.668715733497	0	0	-0.687703032962	0.681694167361	0.607464290825	0.650301430672	0.632026585183	0	0	0	0	0	0	0.676649965814	0	0	-0.687880126974	0	0	0.676442263397	0	0
Mcts1	0.667775138267	0	0	0	0	0	0.405345394011	0	0	0	0	0	0	0.371620590365	0	0	0	0	0	0	0	0	0	0	0.391647117862	0
Mcts2	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.09684714992	0	0	0	0	0	0	0	0	0	0	0	0
Mdc1	0	0	0.611826041575	0	0	0	0	0	0	0	0	0	0.64879707174	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdfic	0	0	0	0	0	-0.273761048823	-0.292167006671	-0.61111529399	0	0	0	0	0.646776423943	0	0	-0.652616733593	0	0	0	0	0	0	0	0.594542233331	0	0
Mdh1	0.672160626436	0	0.63061420875	0	0	0	0.225951706894	0	0	0	0	0	0	0	0	0	0.665250070316	0	0	0	-0.644849896206	0	0	0	0.296579767977	0
Mdm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.650553046228	0	0	0	0	0.635409167397	0	0	0	0	0
Mdm2	0	0	0	0	0	-0.334910762498	0	0	0	0	-0.632485842834	0	0	0	0	-0.626630897945	0	0	0	0	0	0	0	0	0	0
Mdm4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664327278151	0	0	0	0	0	0
Mdn1	0	-0.673340347167	-0.647249700778	0	0	-0.352626881248	0	-0.664200127647	0	0	-0.671685060279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.653686525992
Mdp1	0	0	0.681213484625	0	0	0.679409440778	0.42180183254	0	0	-0.658916220593	0	0	0	0.407778188751	0.68210363784	0	0.683171821697	0	0	0.687032119469	0	0.681160075432	0	0	0	0.678821939657
Me2	0	0	0	0	0	0	0	0.631370838982	0.682836530653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592551257308	0	0
Mea1	0	0	0	0	-0.655302057082	0	0	0	0	0	0	0.302985928457	0	0.490920068372	0	0	0	0	0	0	0	0	0	0	0	0
Meaf6	0	0	0	0	0	0	0	0	0	0	0	-0.351471676875	0	0	0	0	0	0	0	0	0	0	0	0	0.391223244423	0
Mecr	0	0	0	0	0	0	0	-0.609720226875	0	0	-0.650043449172	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.759506577709	0
Med13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642818209317	0	0
Med13l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651491268801	0	0	0	0	0	0	0	0	0.658900310721	0	0
Med14	0	0	0	0	0	0	0	-0.670300835654	0	0	-0.6098069668	0	-0.640852631363	0	0	0	0	0	0	0	0	0	0	0	0	0
Med16	0	0	0.646470804673	0.678118718617	0	0	0	0	0	0	0	0	0	0	0.68308874073	0	0	0	0	0.676308740415	0	0.668181641569	0	0	0	0
Med18	0	0	0	0	-0.640321349327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.522513564725	0
Med19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.509866017102	0
Med21	0.617442908356	0	0	0	0	0	0	0	0.611642076577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.451535658804	0
Med22	0	0	0	0	0	0	0	0	0	0	-0.665710847995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313881266863	0	0	0
Med25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669552477519	0	0	0	0	0	0	0	0	0	0	0
Med26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664324310973	0	0	0	0	0	0	0	0	0	0	0
Med27	0	0	0	0	-0.624332289952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med28	0	0	0	0	-0.648713437	0	0	0	0	0	-0.604223084174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med29	0	0	0	0	0	0	0	0	0	0	-0.651362618854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med30	0.601666426222	0	0	0	-0.627360958975	0	0	0	0	0	0	0	0.642340493759	0	0	0	0	0	0	0	0	0	0	0.595378977352	0	0
Med6	0.638441622681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med7	0.626409718401	-0.653014291579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.764130380227	0
Med8	0.638432721148	0	0	0	0	0	0	0	0	0	-0.618806233943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47296216266	0
Mef2d	0	0	0	0.664621028712	0	0	0	0	0	0	0	0	0	0	0.624169499479	0	0	0	0	0	0	0	0	0	0	0
Megf8	0	0.642358296823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meis3	-0.624606966378	0.63802325067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melk	0	0	0	0	0	0	0	0	0	0	0	0	0.642242576905	0	0	0	0	0	0	0	0	0	-0.290667032	0	0	0
Memo1	0.654437675941	0	0	0	0	0	0	0	0	0	-0.638315488578	0	0	0	0	0	0	0	0	0	0	0	0.24188397517	0	0	0
Men1	-0.637390262719	0	0	0	0	0	0	0	0.659069439832	0	0	0	0	0	0.658974490156	0	0	0	0	0	0	0	0	0	-0.268771879341	0
Mepce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.599129489562	0	0	0	0	0	0	0	0	0	0	0
Mesdc1	0	-0.620685598969	-0.644943864458	0	0	0	0	-0.665945768623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metap1	0	0	0	0	0	0	0	0	0	0	0	0	0.632673429852	0	0	0	0.674006210767	0	0	0	0	0	0	0	0	0
Metap2	0	0	0	0	0	0	0	-0.634484475256	0	0	-0.632164182282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metrn	0	0	-0.63842029932	0	-0.68077468151	0	0	0	0.621493105481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.667019175186
Mettl1	0	0	0	0	0	0	0	0	0	0	-0.644239102573	0	0	0	0	0	0	0	0	0	0.634260869751	0	0	0	-0.707749242745	0
Mettl10	0	0	0.64704050273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.676077300579	0	0	0	0	0	0
Mettl13	0	0	0	0	0	0	0	-0.618788163125	0	0	-0.653567258596	0	0	-0.472568139463	0.608793586291	0	0	0	0	0	0	0	0	0	0	-0.644062008561
