	ARID3A	ARID5B	ARNT	ASCL2	ATF3	BATF3	BHLHE41	ETS2	ETV5	FOS	FOXO3	HLX	HMG20B	HMGA1	HMGN3	IRF1	JUNB	JUND	KLF10	KLF3	KLF6	LYL1	MAFB	MSC	NFE2L1	NFE2L2	PKNOX1	PLSCR1	SOX4	TCF4	TCF7L2	TGIF1	TSC22D1	YBX1	ZEB2	ZNF143	ZNF75A
Activation_of_BH3-only_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Adaptive_Immune_System	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6	14	0	5	0	0	0	0	8	0	0	0
Alpha-synuclein_signaling	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Alpha4_beta1_integrin_signaling_events	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
Alpha6Beta4Integrin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Alpha9_beta1_integrin_signaling_events	0	0	0	15	0	0	0	0	6	16	0	0	0	0	0	0	0	0	0	5	0	0	15	0	7	0	48	0	0	0	0	0	0	24	0	0	0
Alternative_NF-kappaB_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Amino_acid_and_oligopeptide_SLC_transporters	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
Amino_acid_transport_across_the_plasma_membrane	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
AndrogenReceptor	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antigen_processing	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Antigen_processing-Cross_presentation	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Apoptosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Arf6_downstream_pathway	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
Arf6_signaling_events	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
Arf6_trafficking_events	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
Assembly_of_the_pre-replicative_complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Atypical_NF-kappaB_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Aurora_A_signaling	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Autodegradation_of_Cdh1_by_Cdh1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Autodegradation_of_the_E3_ubiquitin_ligase_COP1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BCR_signaling_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0
BMP_receptor_signaling	0	0	0	0	4	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Beta1_integrin_cell_surface_interactions	0	0	0	15	0	0	0	0	7	16	0	0	0	0	0	0	0	0	0	5	0	0	15	0	7	0	50	0	0	0	0	0	0	25	0	4	0
Beta2_integrin_cell_surface_interactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
Beta3_integrin_cell_surface_interactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Biological_oxidations	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
C-MYB_transcription_factor_network	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
C-MYC_pathway	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	2	0	0	4	0	0
CD28_co-stimulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0
CD40/CD40L_signaling	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC42_signaling_events	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	30	0	0	0	0	0	0	15	0	0	0
CDK-mediated_phosphorylation_and_removal_of_Cdc6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CDT1_association_with_the_CDC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CXCR4-mediated_signaling_events	0	0	0	0	4	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	2
Calcineurin-regulated_NFAT-dependent_transcription_in_lymphocytes	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0
Calcium_signaling_in_the_CD4+_TCR_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Canonical_NF-kappaB_pathway	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Caspase_cascade_in_apoptosis	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Cdc20	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Cell_Cycle,_Mitotic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Cell_Cycle_Checkpoints	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Cell_surface_interactions_at_the_vascular_wall	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Cellular_roles_of_Anthrax_toxin	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
Centrosome_maturation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Ceramide_signaling_pathway	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Chemokine_receptors_bind_chemokines	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
Cholesterol_biosynthesis	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Class_A/1_(Rhodopsin-like_receptors)	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Class_I_MHC_mediated_antigen_processing_&_presentation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Class_I_PI3K_signaling_events	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
Class_I_PI3K_signaling_events_mediated_by_Akt	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
Classical_antibody-mediated_complement_activation	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Complement_cascade	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0
Costimulation_by_the_CD28_family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0
Creation_of_C4_and_C2_activators	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Cross-presentation_of_soluble_exogenous_antigens_(endosomes)	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Cyclin_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Cyclin_E_associated_events_during_G1/S_transition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Cytochrome_P450_-_arranged_by_substrate_type	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytokine_Signaling_in_Immune_system	10	2	0	8	4	0	0	0	0	6	0	3	0	10	3	0	0	0	2	0	0	0	0	0	0	0	25	0	6	0	0	0	0	12	0	0	0
DNA_Repair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DNA_Replication_Pre-Initiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Death_Receptor_Signalling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Degradation_of_beta-catenin_by_the_destruction_complex	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Destabilization_of_mRNA_by_AUF1_(hnRNP_D0)	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Developmental_Biology	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diabetes_pathways	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Direct_p53_effectors	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	2	0	0	0	0
Downstream_TCR_signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Downstream_signaling_in_na&#xef;ve_CD8+_T_cells	0	0	0	2	2	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Dual_incision_reaction_in_GG-NER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGFR-dependent_Endothelin_signaling_events	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
EGFR1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGF_receptor_(ErbB1)_signaling_pathway	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
EPO_signaling_pathway	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
ER-Phagosome_pathway	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Elongation_arrest_and_recovery	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endogenous_TLR_signaling	0	0	0	0	3	0	0	0	2	2	0	0	3	4	4	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Endogenous_sterols	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endothelins	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
ErbB1_downstream_signaling	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
ErbB_receptor_signaling_network	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
Extrinsic_Pathway_for_Apoptosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
FAS_(CD95)_signaling_pathway	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
FGF_signaling_pathway	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXA2_and_FOXA3_transcription_factor_networks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
FOXA_transcription_factor_networks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
FOXM1_transcription_factor_network	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fatty_Acyl-CoA_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Fatty_acid,_triacylglycerol,_and_ketone_body_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
Fc-epsilon_receptor_I_signaling_in_mast_cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Formation_of_HIV-1_elongation_complex_containing_HIV-1_Tat	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Formation_of_HIV-1_elongation_complex_in_the_absence_of_HIV-1_Tat	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Formation_of_RNA_Pol_II_elongation_complex	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Formation_of_incision_complex_in_GG-NER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G1/S_DNA_Damage_Checkpoints	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
G1/S_Transition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
G2/M_Transition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
GMCSF-mediated_signaling_events	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	47	0	0	0	0	0	0	24	0	0	0
GPCR_ligand_binding	0	0	0	0	4	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Generation_of_second_messenger_molecules	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Global_Genomic_NER_(GG-NER)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glucocorticoid_receptor_regulatory_network	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	4	2	0	0
Glucocorticoid_receptor_signaling	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	4	2	0	0
Glypican_1_network	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
Glypican_3_network	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Glypican_pathway	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	15	0	7	0	0	0	0	0	0	0	0	25	0	0	0
Golgi_Cisternae_Pericentriolar_Stack_Reorganization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Growth_hormone_receptor_signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
HIF-1-alpha_transcription_factor_network	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIF-2-alpha_transcription_factor_network	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIV-1_Nef	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
HIV-1_Transcription_Elongation	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIV-1_elongation_arrest_and_recovery	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIV_Life_Cycle	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hemostasis	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Host_Interactions_of_HIV_factors	0	0	0	0	0	0	0	4	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypoxic_and_oxygen_homeostasis_regulation_of_HIF-1-alpha	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
ID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0
IFN-gamma_pathway	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	48	0	0	0	0	0	0	25	0	0	0
IGF1_pathway	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
IL1-mediated_signaling_events	0	0	0	0	5	0	2	0	0	0	5	0	0	9	4	0	0	0	0	0	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	0	0
IL12-mediated_signaling_events	3	0	0	0	6	0	0	0	0	5	0	4	0	11	3	0	0	0	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	8	0	0	2
IL12_signaling_mediated_by_STAT4	2	0	0	0	3	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
IL2-mediated_signaling_events	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL23-mediated_signaling_events	0	0	0	3	0	0	0	0	0	4	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0
IL27-mediated_signaling_events	0	0	0	2	0	0	0	0	0	2	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0
IL2_signaling_events_mediated_by_PI3K	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
IL3-mediated_signaling_events	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	25	0	0	0
IL5-mediated_signaling_events	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
IL6-mediated_signaling_events	2	0	0	2	0	0	0	0	0	2	0	0	0	5	0	0	2	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0
Immune_System	12	0	0	10	9	6	0	0	3	13	0	6	0	27	6	0	7	0	3	3	0	0	0	0	4	0	49	0	12	0	0	0	0	20	0	0	3
Inflammasomes	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
Initial_triggering_of_complement	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0
Innate_Immune_System	3	0	0	0	0	0	0	0	2	4	0	0	0	11	3	0	4	0	0	2	0	0	0	0	0	0	15	0	0	0	0	0	2	0	3	0	0
Insulin_Pathway	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0
Integrin-linked_kinase_signaling	0	0	0	10	0	0	0	0	0	0	0	0	0	19	7	0	8	0	0	0	0	0	10	0	0	0	28	0	0	0	0	0	0	13	0	0	0
Integrin_family_cell_surface_interactions	0	0	0	15	0	0	0	0	7	16	0	10	0	36	0	0	0	0	0	5	0	0	16	0	7	0	53	0	0	0	0	0	0	25	0	4	0
Integrins_in_angiogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
