	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	ETV6	FOS	FOXO3	GTF2B	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20A	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POGK	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF22	ZNF267	ZNF274	ZNF281	ZNF32	ZNF322	ZNF37A	ZNF394	ZNF444	ZNF524	ZNF580	ZNF677	ZNF75A	ZNF780A
Amyotrophic_lateral_sclerosis_(ALS)	1	1	1	1	1	0.00277785728491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.082703145678	1	1	1	1	1	1	1	0.0210795387869	1	1	1	1	1	1	1	1	0.0911715432721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0484435251935	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0761914692078	0.0268129165531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0400092748749	1	1	1	1	1	1	1	1	0.0929331851887	1	1	1	1	1
Antigen_processing_and_presentation	1	1	1	1	1	0.0117352174976	1	0.0527330375263	0.00187468393875	1	1	0.078329528846	1	0.00183211785841	0.0108750781146	1	1	0.0084812079257	1	1	1	3.3629139336e-05	0.0368062141941	1	0.000812592572505	1	9.17105713957e-05	0.000183886164129	1	7.03772907829e-05	0.000781209307304	1	1	1	1	1	1	1	0.00707351697351	0.00263039410838	0.0163538263981	0.0765008493136	1	2.81214964115e-05	1.83929003196e-05	0.0118291372951	0.000293093219585	0.00943984072691	1	0.0677899344352	0.0429094089423	0.0705898113014	1	1	1	1	0.00800438251064	1	0.0163538263981	1.23207299918e-09	0.0983444769765	1	1	1	0.00329797348378	1	0.0368062141941	0.0429094089423	7.21589720309e-07	1	1	4.56772149928e-05	7.19066339805e-08	0.00694483244497	0.0161623605072	1	1	1	0.0016823792731	1.27488926083e-08	1	0.00845610439658	1	4.64591142549e-05	7.20975235069e-09	1	1	0.00897631052965	1	1	0.0377956306361	0.000163421706935	1	0.0142970696679	1	0.0185308115458	1	0.00707351697351	1	1	1	0.00470537385994	1	0.0117352174976	2.44026934285e-05	1	1	1	0.0117519711069	1	1	1	0.00252443123162	1	1	1	1	0.00710444516722	1	0.0368062141941	1	0.0493610505549	1
Apoptosis	1	1	1	1	1	0.0765112617262	1	1	1	0.088172515244	1	1	1	1	1	1	1	1	1	1	0.0187209057082	1	1	0.0346863578665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.056824021126	1	0.0875920035654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0522319345366	0.0268318321104	1	1	1	1	1	1	0.0680701575343	1	0.0492408262737	1	0.0755850557247	1	1	1	1	1	1	1	1	1	0.0479566956683	1	1	1	0.0875920035654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0413777042306	1	1	1	1	1	1	1	1
Arachidonic_acid_metabolism	1	1	1	1	0.000157245446834	1	1	1	1	1	1	0.0335857158709	1	1	1	1	1	1	1	1	0.000592638570742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0536292421253	1	1	1	1	1	1	1	0.016480228592	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000402413779286	1	1	1	1	1	1	1	1	1	1	1	1	0.0255586003742	1	1	1	0.00663133768326	0.0939719977683	0.0661485126005	0.0107245921569	1	1	1	1	0.0296597474048	1	0.0468866167471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0405984112529	1	1	1	1	1	1	1	1	1	1	1	1	0.00147932655864	1	1	1
Arginine_and_proline_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0535683659982	1	1	1	1	1	1	1	0.0297563989894	1	1	1	1	0.0422959968037	1	1	1	0.03571189579	1	1	1	1	1	1	1	1	1	1	1	1	0.0278691681742	1	1	1	1	1	1	1	1	1	0.0739127912066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0563930846593	1	1	1	0.0258558876583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03571189579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Arrhythmogenic_right_ventricular_cardiomyopathy_(ARVC)	1	1	0.0511048369062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00283901472471	1	1	1	1	1	1	1	1	1	1	0.00800650834433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.093814512128	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00800650834433	1	1	1	1	1	1	1	1	1	1	1	1
Asthma	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0135236003715	1	1	1	1	1	1	0.00940443786195	1	1	1	1	5.08529901233e-06	1	1	6.51747061808e-06	1	1	1	1	1	1	1	1	1	1	0.00254247978921	1	1	0.000361744878897	7.15151337977e-05	1	0.00147777048915	0.0887157550314	1	1	1	1	1	1	1	1	1	1	1	6.83129940774e-05	0.0174510402279	1	1	1	1	1	1	1	0.000107874507344	1	1	0.0039129254612	0.000245446863487	0.010803534538	1	1	1	1	1	4.22099052377e-08	1	1	1	0.0028964839739	3.07357372886e-09	1	1	1	1	1	1	1	0.0371882782285	1	1	1	1	1	1	1	1	1	1	0.0454472258088	1	1	1	1	1	1	1	0.0182882452019	1	1	1	1	1	1	1	1	1	1	1
Autoimmune_thyroid_disease	1	1	1	1	1	1	1	1	1	0.0830418438811	1	1	1	1	0.0393427663486	1	1	1	1	1	1	0.0277801022468	1	1	1	1	3.73898347061e-07	1	1	0.000111807693431	0.0333620166125	1	1	1	1	1	1	1	1	1	0.00778562046865	0.0952548614446	1	0.00193959966887	0.000124508691771	0.00922488731489	0.000670333923032	0.0114358577124	1	1	1	1	1	0.0692885689748	1	1	1	1	1	1.40095642117e-05	0.0501307063968	1	1	1	1	1	1	1	9.03113150819e-07	1	1	0.000139494715426	0.000181601525526	0.00886147193482	1	1	1	0.0328487647916	0.0652216475136	2.93099086113e-08	1	0.0320848549528	1	0.00884672171991	6.01993015437e-08	1	1	1	0.0315131162023	1	0.0368289660984	1	0.0165459215701	1	1	1	1	1	1	1	1	1	1	1	0.00754234581648	1	1	1	1	1	1	0.0524034918783	1	1	1	1	0.0317900329678	1	1	1	1	1	1
B_cell_receptor_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0491343124806	1	1	1	1	0.0767578951647	1	1	1	1	0.0229510487469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0284719557154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0315309342184	1	1	1	1	1	1	1	1
Bacterial_invasion_of_epithelial_cells	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0301627826662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00718806421892	1	1	1	1	1	1	1	1	1	1	1	1
Bile_secretion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0697794483259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0911094457008	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0948319731701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bladder_cancer	0.0313173795437	1	1	1	1	0.00125086224504	1	1	1	1	1	1	1	1	1	0.000735735661588	1	1	1	1	1	1	1	1	1	1	1	0.0762335910194	1	1	1	1	0.0825064248494	1	1	1	1	1	0.0191422596206	1	1	1	1	1	1	1	1	1	1	0.0911094457036	1	1	1	1	0.0135020647137	1	1	1	1	1	1	1	1	1	1	1	1	0.0135020647137	1	1	1	1	0.0386492028912	1	1	1	1	0.0712632875505	1	1	1	1	1	1	1	1	1	0.0721423273452	1	1	1	0.0939364770452	0.0681268880025	1	1	0.00562487140735	1	1	1	1	0.0374873844075	1	0.00315024450723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Calcium_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.042418481524	1	1	1	1	1	1	0.0724580470564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cardiac_muscle_contraction	0.0901422762374	0.0350959168592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0536003345753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cell_adhesion_molecules_(CAMs)	1	1	1	1	1	1	1	0.0602160441303	0.0704411400952	0.00121728643294	1	1	1	1	0.0463979624894	1	1	1	1	1	1	1	0.0153341570378	1	1	1	1.95401263707e-05	1	1	0.00143227732012	1	1	1	1	1	1	1	1	1	1	0.0459134204483	0.00185096218771	1	0.026088341342	0.00408444832478	0.0181304874144	0.0196929494121	0.0255870589699	0.0497858967437	1	1	1	1	0.0990566951251	1	1	1	1	1	0.00107230053461	1	1	1	1	1	1	1	1	1.16686862279e-05	1	1	0.00287332545733	0.00288250067942	0.00491782082264	1	1	1	0.0924256055605	1	6.12111243092e-06	1	0.0899423336047	0.0704411400952	0.0516930880214	6.86480885415e-06	1	1	1	0.0385236639692	0.0353143356884	0.00495792887888	0.0620841523536	0.0495443464397	1	1	1	1	1	1	1	1	1	1	1	0.0196929494121	1	1	0.0301902991372	1	1	1	0.0143655054571	1	1	1	1	1	1	1	0.0982281617045	0.0351464221219	1	1
Cell_cycle	1	1	1	1	1	0.052433181116	1	1	1	1	1	1	1	1	1	0.00627684624882	1	1	1	1	1	1	1	1	0.0354457900835	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0246385062475	1	1	1	1	1	1	1	1	1	0.0395689765426	1	1	1	1	1	0.0968629040105	1	1	1	1	1	1	1	1	1	1	1	1	0.0150615029798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0095944929133	1	1	1	1	1	1	1	0.0437616540444	1	1	1	1	0.0615643975539	1	0.025423110763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Chagas_disease_(American_trypanosomiasis)	0.0311089405021	1	0.0141194905777	1	1	1	1	1	1	2.8891272578e-05	1	0.0645813076272	1	1	1	1	1	1	1	1	0.00725018649257	0.0926233315041	1	1	1	1	1.38799406857e-07	1	1	1	1	1	1	1	0.00300062524629	0.00278093990049	1	1	1	1	1	1	1	7.33312296752e-06	1	1	0.0447877971859	0.0952011514393	0.0252437793528	1	1	1	1	0.0525756111711	1	1	0.000616090499643	1	1	0.00383029676423	1	1	1	1	1	1	0.00738805776437	1	8.17931735253e-05	1	1	0.00192090307347	0.00439283209189	4.94747888213e-08	1	1	1	0.00969660649374	1	0.00287819454589	1	1	0.0436800176952	1	0.00135666402439	1	1	1	1	0.0884233198645	1	0.00139002089814	0.00399300430329	0.0081695015672	1	1	0.00207828337623	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0353824545029	1	1	0.057028904138	1	1	1	1	1	1	1	1
Chemokine_signaling_pathway	1	1	1	1	1	1	1	1	1	3.20863446057e-06	1	1	1	1	1	1	1	1	1	1	0.0235005730228	1	1	1	0.081183243684	1	2.39211906705e-06	1	1	1	1	1	0.0647888478381	1	1	1	1	1	1	1	1	0.00174304561264	1	0.0603934180018	1	0.006701972157	1	0.0969951576514	0.0278858612203	0.078944229866	1	1	1	0.000128788660971	1	1	0.000626616998944	1	1	0.0181095875151	0.00882564292749	0.082987163528	0.0502139380217	1	1	1	1	1	0.0281613816941	1	0.0326587689832	1.50194703579e-05	0.00532068244088	5.91634729696e-06	1	0.0133875355505	1	6.01659381472e-06	0.00833993825387	0.0231784581655	0.00210631443089	1	1	1	0.0642808155105	1	1	0.0492886012435	1	0.00389770266602	1	0.00359822251744	1	0.00768747856511	0.000603694417804	1	0.00159188674357	1	0.0104007214654	1	0.011944503654	1	1	1	1	1	1	1	1	0.0395039480562	1	1	1	1	1	1	0.0376775577991	0.0386503052631	0.0256453009016	1	0.0642808155105	1	1
Chronic_myeloid_leukemia	1	1	1	1	1	0.050158881271	1	1	1	1	1	1	1	1	1	0.00221412766333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0530157902919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0380376964771	1	1	1	1	1	1	1	1	1	1	1	1	0.0380376964771	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0163455848299	1	1	1	1	0.0993887434609	1	0.00928285550301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Citrate_cycle_(TCA_cycle)	1	1	1	1	0.00878358668737	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0623721755169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0903266469333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0306862481481	1	1	1	1	1	1	1	1	1	1	0.0778332370619	1	1	0.00700243683974	1	1	1	1	0.0147051389114	1	1	1	1	1	1	0.0454472258088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Collecting_duct_acid_secretion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0929635897467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Colorectal_cancer	1	1	1	1	1	0.0332955871006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0281581619533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0549350279749	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Complement_and_coagulation_cascades	1	1	1	1	1	0.0436203324826	1	1	1	1	1	0.00292988364837	1	0.00116038157961	1	1	1	1	0.00364045474714	1	1	0.0450618590803	1	1	0.0468483695907	1	0.000220038993726	0.0388846310583	1	1	0.0538335169124	1	0.0436203324826	1	0.00133019781107	1	1	1	1	0.025129182914	1	1	1	0.000289053472422	1	1	0.09759569076	1	0.00840380507212	1	1	1	1	1	1	1	0.000640680220239	0.09759569076	1	0.00299673546318	0.0797806530051	1	1	1	1	1	0.00232410084958	1	0.000419595926595	1	1	1	0.00491433000438	0.00412180798719	1	1	1	1	1	0.000247369797252	1	1	1	1	0.00976376426297	1	1	1	1	1	1	1	0.000640680220239	0.0503629179672	1	1	1	1	1	1	0.0137026246135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cysteine_and_methionine_metabolism	1	1	1	1	0.0124990167976	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0663748761734	1	1	1	1	1	1	1	1	1	1	1	0.00774832804746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0518104874579	1	1	1	1	1	1	0.0257995232786	1	1	1	1	0.0683408413708	1	1	1	1	1	1	1	1	1	1	1	1	0.00867449796368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0803281780782	1	1	1	1	1	1
Cytokine-cytokine_receptor_interaction	0.00163333306939	1	0.00906037206839	1	1	1	1	1	0.0525420712168	5.26302379456e-09	1	1	1	1	0.0725301223357	1	1	1	1	1	0.00374667037222	1	1	1	0.00218705462019	1	1.41407004994e-08	1	1	1	1	1	0.0314856432893	1	1	1	1	1	1	1	1	2.81760124929e-05	1	0.0362159631665	0.0457881466491	0.000256612454369	0.0519247624203	0.0333603442441	0.000163817060895	0.00454949027602	0.00470095951663	1	1	0.0206060460223	1	1	0.000320421067605	0.00381913280854	1	0.000510510829597	0.00190440768196	1	0.0283728254066	1	0.0841936911676	1	0.0186867187196	1	2.00784798141e-05	1	0.00260513634467	0.00021981932767	5.77211563754e-05	5.24863609396e-05	1	3.06702161228e-05	1	5.76489056492e-09	0.000608025384516	0.0011321861631	0.000504042253933	0.0183255892458	0.0525420712168	1	1	1	1	1.71986521983e-05	0.00791933050333	0.00290799716465	1	0.000488827540416	0.0537438249988	0.00454949027602	0.00215756941823	1	0.00212398397787	0.0104782443451	0.0066323312555	1	1.61563196861e-05	1	1	1	0.0519247624203	1	1	1	1	0.0728400202872	1	0.000424466691534	1	1	1	0.0864296104836	0.000644060482401	0.0153438639721	1	1	1	0.0321537809061	1
