	ARID3A	ARNT	ASCL2	ATF3	BATF3	ETS2	ETV5	FOS	FOXO3	HLX	HMG20B	HMGA1	HMGN3	IRF1	JUNB	JUND	KLF10	KLF3	KLF6	LYL1	MAFB	MSC	NFE2L1	NFE2L2	NR3C1	PKNOX1	PLSCR1	RUNX1	SOX4	TCF4	TCF7L2	TFDP2	TGIF1	TSC22D1	YBX1	ZEB2	ZNF143	ZNF385A	ZNF75A
Apoptosis	1	1	0.0897479955231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0432753576685	1	1	1	1	1	0.00433310130779	1	1	1	1
Arachidonic_acid_metabolism	1	1	1	1	0.0360614874196	0.0987980207897	1	0.063397540582	1	1	1	1	1	0.00100759564015	0.055392551061	1	1	1	1	1	0.00952960621058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Arginine_and_proline_metabolism	1	1	1	0.096303879722	1	1	1	1	1	1	1	0.0260968536253	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0304583721176	1	1	1	1	1	1	1	1	1	1	1	1	1
Arrhythmogenic_right_ventricular_cardiomyopathy_(ARVC)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0823634012157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0111713429111	1	1	1	1	1	1	0.00227459223241	1
Asthma	1	1	1	2.84700228947e-07	1	1	1	1	1	0.00818202655543	0.00759995809258	1	1	1	1	1	1	1	1.25854672661e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Autoimmune_thyroid_disease	1	1	0.0373064052064	5.35858462714e-07	1	1	1	1	1	0.0242929950545	0.0226226132328	0.0231162404022	1	1	1	1	1	1	1.29087829421e-05	1	1	1	1	1	1	0.00653364306463	1	1	0.0118377442069	1	1	1	1	1	0.0277150568195	1	1	1	1
B_cell_receptor_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0322509659416	1	1	1	1	1	1	1	1	0.0659646923307	1	1	1	1
Bacterial_invasion_of_epithelial_cells	1	1	1	1	1	1	1	1	1	1	1	1	0.0962641311342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0100384041913	1	1	1	1	1	1	0.00203746118401	1
Base_excision_repair	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0250120237657	1	1	0.0753798341943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bladder_cancer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0547127214576	1	1	1	1	1	1	1	1	1	1
Calcium_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000266296551111	1	1	1	1	1	1	1	1	1	1	1
Cardiac_muscle_contraction	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0200358554001	0.0862188203236	1	1	1	1	1	1	0.0245207700128	1	1	1	1	0.0221227367148	1	1	1	1	1	1	1	1	1	1	1	1
Cell_adhesion_molecules_(CAMs)	1	1	1	4.42709532367e-06	1	1	1	1	1	1	1	0.0217045686386	1	1	1	1	1	1	0.000518290010705	1	1	1	1	1	1	0.0012852879839	1	1	0.00728701242015	1	1	1	1	1	0.0013967468075	1	1	1	1
Chagas_disease_(American_trypanosomiasis)	0.0981328612265	0.0818958350323	1	0.0762573236632	1	1	0.0317201990968	1	1	0.0115943163338	1	0.00540628311175	0.000109212897482	1	0.0290809248522	1	0.0395300164396	1	1	0.0280746365142	1	1	1	1	1	4.64739479056e-06	1	1	1	1	1	1	1	1	0.00174036357341	0.00650716591942	1	1	1
Chemokine_signaling_pathway	1	1	0.00436309377902	1	1	1	0.0928879391701	0.00185441971441	1	0.0551905900833	1	6.8105891643e-06	8.55528596655e-06	1	1	1	0.0190143787816	1	1	0.0113833708412	1	1	1	1	1	2.20490517922e-06	1	1	1	1	1	1	1	1	7.20192605552e-09	1	0.000620586261962	1	1
Citrate_cycle_(TCA_cycle)	1	1	1	1	1	0.0295948671406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0637524370268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Collecting_duct_acid_secretion	1	1	1	1	1	1	1	1	0.0315451691723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0528127711362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Colorectal_cancer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0604896122123	1	1	1	1	1	0.0782209444466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Complement_and_coagulation_cascades	1	1	1	1	1	1	1	1	1	1	1	0.0134532194721	0.00166389939118	1	0.0729763966265	1	1	1	1	1	1	1	1	1	1	0.00149332938934	1	1	1	1	1	1	1	1	1	0.00203800107879	1	1	1
Cysteine_and_methionine_metabolism	1	1	1	1	1	1	1	1	1	1	1	0.0372027381027	1	1	0.00154091445979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cytokine-cytokine_receptor_interaction	0.0451889521237	1	1.39812062914e-05	0.00349798373041	1	1	1	0.000424466691534	1	0.0321537809061	1	1.674242045e-08	3.49905257768e-07	1	1	1	0.00771619021295	1	1	0.0281785496725	1	1	1	1	1	4.31091207176e-09	1	1	0.0319706855952	1	1	1	1	1	6.69692222899e-07	0.0756493034623	5.83365445199e-05	1	0.0116868644419
Cytosolic_DNA-sensing_pathway	1	1	1	1	1	1	1	0.000851919439445	1	0.0325054311595	1	0.00162047345249	0.0782209444466	1	1	1	0.0150544869623	1	1	1	1	1	1	1	1	2.25034174207e-05	1	1	1	1	1	1	1	1	0.000106322230551	1	1	1	1
Dilated_cardiomyopathy	1	1	1	1	1	1	1	1	0.0663522427259	1	1	1	0.0293430848241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0162375125404	1	1	1	1	1	1	6.73676980998e-05	1
ECM-receptor_interaction	1	1	1	1	1	1	1	1	1	0.0587528852762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Endocrine_and_other_factor-regulated_calcium_reabsorption	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0396306594533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1	1	1	1	1	1	1	0.0791427014602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0501588812704	1	1	1	1
Ether_lipid_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0223730427066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fat_digestion_and_absorption	1	1	1	1	1	0.0642979500252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fc_gamma_R-mediated_phagocytosis	1	1	1	1	1	1	1	1	1	1	0.0654845285837	1	1	1	1	0.0153828276983	1	1	1	1	1	1	1	1	1	0.0107308104523	1	1	1	1	1	1	1	1	1	1	1	1	1
Focal_adhesion	1	1	1	1	1	1	1	1	0.0173365518299	1	1	1	0.0624017532906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00876661515729	1	1	1	1	1	1	0.015968871941	1
Folate_biosynthesis	1	1	1	1	1	1	1	1	1	1	1	0.0283193013915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Galactose_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0438045585494	1	1	1	1
Gap_junction	1	1	1	1	1	1	1	1	0.00217984363489	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0339045141732	1	1	1	1	1	1	1	1	1	1	1	0.00420823324362	1	1	1
Gastric_acid_secretion	1	1	1	1	1	1	1	1	0.041083370508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0816977939391	1	1	1	0.0015288626301	1	0.0419051329817	1	1	1	1	1	1	1	1	1
Glioma	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.018277166957	1	1	1	1	1	0.00118099157278	0.0204661713699	1	1	1	1	1	1	1	1	1	1
Glutathione_metabolism	1	1	1	1	0.00189247758946	0.000928179932619	1	1	1	1	1	1	1	0.0538020797822	1	1	1	1	1	1	0.0516801861102	1	1	0.00444520845816	0.0209662890046	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glycerolipid_metabolism	1	1	1	1	1	1	1	1	1	1	1	0.0911715432721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glycerophospholipid_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0504303038145	1	1	1	1	1	1	1	1	1
Glycine,_serine_and_threonine_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00286288895287	1	1	1	1	1	1	1	1	1	1
Glycolysis_/_Gluconeogenesis	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013195355845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glyoxylate_and_dicarboxylate_metabolism	1	1	1	1	1	0.0111504300962	1	1	0.0145952151575	1	1	1	1	1	1	1	1	1	1	1	0.0077805180272	1	1	0.0249242251998	0.00297719342921	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GnRH_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00283211152506	1	1	1	1	1	1	1	1	1	1	1
Graft-versus-host_disease	1	1	1	4.57252702368e-09	1	1	1	1	1	0.0163732434516	0.0152305354754	0.00175988259156	1	1	1	1	1	1	5.53801114722e-06	1	1	1	1	1	1	0.00037383473602	1	1	0.05705758017	1	1	1	1	1	0.00188102252874	1	1	1	1
Hematopoietic_cell_lineage	0.0737006744305	1	1	1.70634963618e-05	1	0.0445243790769	1	1	1	0.00733601451397	0.0572027328151	7.22928704457e-05	0.00404844560222	1	1	1	1	1	1	1	1	1	1	1	1	0.00187928342818	1	1	1	1	1	1	1	1	0.0958435887054	1	1	1	0.0111859786003
Hepatitis_C	0.0312717947258	1	0.0431291421762	1	1	1	1	0.0684531777541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00402848838173	1	1	1	1	1	1	1	1	0.0264671262402	1	1	1	1
Histidine_metabolism	1	1	1	0.0327641781591	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Huntington's_disease	1	1	1	1	1	0.0238566853945	1	1	1	1	1	1	1	0.0504426715703	1	1	1	1	0.0146707508075	1	0.000367294471438	0.00245058199414	1	0.0398567900521	1	1	0.00198240951035	1	1	1	1	1	0.00841041750577	1	1	1	1	1	1
Hypertrophic_cardiomyopathy_(HCM)	1	0.0551612477484	1	1	1	1	1	1	0.0545711379134	1	1	1	0.0237912649138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0139177400189	1	1	1	1	1	1	5.28311405956e-05	1
Insulin_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00530887511029	1	1	1	1	1	1	1	1	1	1	1
Intestinal_immune_network_for_IgA_production	1	1	0.0299014993054	2.28498947319e-07	1	1	1	1	1	0.0193813028985	0.0180366670976	0.00262671729569	1	1	1	1	1	1	7.9473777973e-06	1	1	1	1	1	1	0.00357962582848	1	1	0.00851034430148	1	1	1	1	1	1	1	1	1	1
Jak-STAT_signaling_pathway	1	1	0.0604039153106	1	1	1	1	0.0226374975804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0110731337953	1	1	1	1	1	1	1	1	1	1	1	1	1
Leishmaniasis	0.00566061644789	1	0.0646659307181	1.7960255061e-08	1	1	1	0.0135032820235	1	0.0427236868417	1.29675978929e-05	0.000644254607021	1	1	0.010968715875	0.00903878373556	1	1	1.32926118424e-06	1	1	1	1	1	1	1.48475557522e-05	1	1	1	1	1	1	1	1	0.00189462233675	1	1	1	1
Leukocyte_transendothelial_migration	1	1	1	1	1	1	1	1	1	1	1	1	0.0565790648197	1	1	1	1	1	1	0.0348982491998	1	1	1	1	1	1	1	1	0.0207100440728	1	0.0266025100318	1	1	1	0.0570441312033	1	1	0.00560339751783	1
Long-term_potentiation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00136885206084	1	1	1	1	1	1	1	1	1	1	1
Lysosome	1	1	1	1	2.67833266195e-05	0.0231162404018	1	1	1	1	1	1	1	1	1	0.00163917693622	1	1	1	1	1	0.00649895168373	0.0326005836925	1	0.0174106042409	1	1	1	1	1	1	1	1	0.0468133723894	1	1	1	1	1
MAPK_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0912047276047	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0369190528115	1	1	1	1	1	1	1
Malaria	1	1	0.0347658735126	0.0123833618785	1	1	1	1	1	1	1	0.0203535260085	0.000530447039637	1	1	1	1	1	1	1	1	1	1	1	1	0.00540262070075	1	1	0.0770049609436	1	1	1	1	1	0.0250735523757	1	1	1	1
Measles	0.00460426746043	1	0.0423420772437	0.0391088747328	1	1	1	0.0140128131594	1	1	1	0.0209344546035	1	1	1	1	1	1	1	1	1	1	1	1	1	4.09393241529e-08	1	1	0.00706680743878	1	1	1	1	1	0.0013379765713	1	1	1	1
Melanogenesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00283211152506	1	1	1	1	1	1	1	1	1	1	1
Metabolism_of_xenobiotics_by_cytochrome_P450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0766867968446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mineral_absorption	1	0.022603860542	1	1	1	1	1	0.0489092851035	1	0.022603860542	2.31856729382e-06	0.0203535260085	1.74213715198e-06	1	0.0426229635633	1	5.42988887187e-09	5.16611975421e-10	1	1	1	1	1	1	1	2.77424586074e-05	1	1	1	1	1	1	1	1	1.60222447865e-07	1	1	1	1
NOD-like_receptor_signaling_pathway	1	1	0.0453389515312	1	1	1	1	0.00783495742792	1	1	1	0.0327237086977	0.00952960621058	1	1	1	0.0136955552992	1	1	1	1	1	1	1	1	0.000520198966171	1	1	0.0158179005594	1	1	1	1	1	0.0364949695186	0.02015377602	1	1	0.00515026587858
Natural_killer_cell_mediated_cytotoxicity	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0743053533864	1	1	0.035204693746	1	1	1	1	1	0.0919773825043	1	1	1	1
Neurotrophin_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00444711813003	1	1	1	1	1	1	1	1	1	1	1
Nicotinate_and_nicotinamide_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00759728479256	1	1	1	1	1	1	1	1	1	1	1	1	1
Nucleotide_excision_repair	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00476065196288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Olfactory_transduction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0375562159693	1	1	1	1	1	1	1	1	1	1	1
Oocyte_meiosis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00347286220263	1	1	1	1	1	1	1	1	1	1	1
Osteoclast_differentiation	0.027847803076	1	0.00635953208835	1	1	1	1	0.0123327186185	1	1	0.0190084499028	0.0511160755024	1	1	0.0509754122505	0.0277639434513	1	1	1	1	0.0157147177134	0.0650786584391	0.0371958204036	1	1	6.47357026318e-07	1	1	1	0.0190084499028	1	1	1	0.0532538320902	0.0222802166132	1	1	1	1
Oxidative_phosphorylation	1	1	1	1	1	0.00623267444936	1	1	1	1	1	1	1	0.00305771331323	1	1	1	1	0.00586885450423	1	0.0161225302155	4.63030530244e-05	1	0.00909309008738	1	1	1.80725534538e-09	1	1	1	1	1	0.00329893398138	1	1	1	1	1	1
PPAR_signaling_pathway	1	0.0416532131093	1	1	0.000424184273457	0.00367759444607	1	1	0.00609643843531	1	1	1	0.0157450280809	0.000188101500306	0.0105583340932	1	1	1	1	1	1	1	1	0.000400753934918	1.47151845417e-05	0.0762045578361	0.00121362741193	1	1	0.0388658986567	0.0103164961672	0.00291087431272	1	0.0174364944097	1	1	1	1	1
Pancreatic_cancer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0962641311342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Parkinson's_disease	1	1	1	1	1	0.00102604878345	1	1	1	1	1	1	1	0.0169593012032	1	1	1	1	0.000436467195628	1	0.000371229731453	4.46254716233e-05	1	0.00877125735683	1	1	1.68577929394e-09	1	1	1	1	1	0.0032279457281	1	1	0.0842534298471	1	1	1
Pathogenic_Escherichia_coli_infection	1	1	1	0.096303879722	1	1	1	1	7.03091665999e-08	1	1	1	4.92808051762e-05	0.0660212052056	0.0488526184634	1	1	1	1	0.00836548464777	1	1	1	0.00672311915797	1	1	1	1	0.0876932945428	1	0.000208136103711	0.00175543176757	1	1	1	0.00105574215823	1	0.00126145373414	1
Pathways_in_cancer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00615372219825	1	1	1
Peroxisome	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0922756019112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Phagosome	1	1	1	1.22628521781e-08	1	1	0.00743367261426	1	3.34176993966e-07	0.0315739707039	4.08789110584e-05	0.00393846167365	1.34748790304e-05	0.000963948340259	0.0160839296281	0.00315074422078	1	1	2.66559522621e-06	0.00615538304459	0.0262685542028	1	1	0.00475014320094	1	0.000329621684777	1	1	0.0474802810055	1	0.0040188084317	0.0128346617151	0.0494132705141	1	1	0.000200679971869	1	0.00932517273506	1
Phosphatidylinositol_signaling_system	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00169747550001	1	1	1	1	1	1	1	1	1	1	1
Phototransduction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000233376759684	1	1	1	1	1	1	1	1	1	1	1
Prion_diseases	1	1	1	1	1	1	1	1	1	0.0116508086919	1	0.0372027381027	0.0294254316299	1	1	1	0.00525717679752	1	1	1	1	1	1	0.0876221322113	1	0.000869051279552	1	1	0.0414207047088	1	1	1	1	1	0.00981059260782	0.00781618495385	1	1	1
Progesterone-mediated_oocyte_maturation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0405172247183	1	1	1
Prostate_cancer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0445243790769	1	1	1	1	1	1	0.00407625216255	1	1	1
Proteasome	1	1	1	1	1	1	1	0.0389805778265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00754234581485	1	1	1	1	1	1	1	1	1	1
Protein_processing_in_endoplasmic_reticulum	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06297458605	1	1	1	1	1	1	0.0233907411198	1	1	1
Proximal_tubule_bicarbonate_reclamation	1	1	1	1	1	1	1	1	0.0214585825781	1	1	1	1	1	1	1	1	1	1	1	0.0115263731345	1	1	0.0363218622228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pyruvate_metabolism	1	1	1	1	1	0.0501307063965	1	1	0.064362897907	1	1	1	1	1	1	1	1	1	1	1	0.0357531808312	1	1	1	0.0142630370174	0.037912075843	1	1	1	1	1	1	1	1	1	1	1	1	1
RIG-I-like_receptor_signaling_pathway	1	1	0.0630934506791	1	1	1	1	0.0130028965577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0072672175967	1	1	1	1	1	1	1	1	0.0578020448685	1	1	1	1
RNA_degradation	1	1	0.0615345187318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Regulation_of_actin_cytoskeleton	1	1	1	1	1	1	1	1	0.0670488697756	1	1	1	0.0719516193118	1	1	1	1	1	1	0.0993140629755	1	1	1	1	1	1	1	1	1	1	0.0100183327155	1	1	1	1	1	1	0.0175205722649	1
Rheumatoid_arthritis	1	1	0.096863341722	1.43976885747e-07	1	1	1	1	1	0.000721168491415	0.0607035014048	0.000525063098135	5.15855497424e-05	0.0319903302699	1	1	1	1	0.000110107335553	0.0218785717709	1	0.0342356471783	1	1	1	9.00086900457e-07	1	1	0.0483791192522	1	1	1	1	1	1.43840061151e-05	1	1	1	1
Riboflavin_metabolism	1	1	1	1	0.00161342739689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000511932533387	1	1	1	1	1
Salivary_secretion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0193743348584	1	1	1	1	1	1	1	1	1	1	1	1	0.00220521859806	1	0.058361382259	1	1	1	1	1	1	1	1	1
Shigellosis	1	1	1	1	1	1	1	1	1	1	1	1	0.0760497977518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00769263151403	1	1	1	1	1	1	0.00155026974275	1
Small_cell_lung_cancer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0260931449236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Staphylococcus_aureus_infection	0.0316933010354	1	1	1.51787760139e-09	1	1	0.00950348296065	1	1	0.00193991475044	3.39272125227e-06	1.27105605041e-07	0.0634583698326	0.0660212052056	0.0052028555396	0.000161172681129	1	1	1.49815160582e-05	1	1	1	1	1	1	1.01321750989e-09	1	1	1	1	1	1	1	1	1	0.0176501281858	1	1	1
Steroid_biosynthesis	1	1	1	1	1	1	1	1	0.000918267152289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Systemic_lupus_erythematosus	0.00472701689933	1	1	0.00173379157761	1	1	0.0516930880214	1	1	0.0236853179265	0.00276980875553	0.00674235331632	1	1	1	0.0301902991372	1	1	0.000518290010705	1	1	1	1	1	1	2.50905539264e-05	1	1	1	1	1	1	1	1	1	0.0910199873906	1	1	1
TGF-beta_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0526529830655	1	1	1	1	1	1	1	1	1
Terpenoid_backbone_biosynthesis	1	1	1	1	1	1	1	1	0.0102183002306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0175668241729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Thyroid_cancer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0600257309609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Tight_junction	1	1	1	1	1	1	1	1	0.0487019819092	1	1	1	0.0768483187028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00275108473211	1	1	1	1	1	1	0.0071952917892	1
Toll-like_receptor_signaling_pathway	1	1	0.020620485434	0.0728482065151	1	1	1	0.0336802783324	1	0.010998726349	1	0.0048609112737	9.80051306493e-05	1	1	1	0.0381540277981	1	1	1	1	1	1	1	1	8.85333512567e-05	1	1	1	1	1	1	1	1	3.664700432e-08	1	1	1	1
