	ARID3A	ARNT	ASCL2	ATF3	BATF3	ETS2	ETV5	FOS	FOXO3	HLX	HMG20B	HMGA1	HMGN3	IRF1	JUNB	JUND	KLF10	KLF3	KLF6	LYL1	MAFB	MSC	NFE2L1	NFE2L2	NR3C1	PKNOX1	PLSCR1	RUNX1	SOX4	TCF4	TCF7L2	TFDP2	TGIF1	TSC22D1	YBX1	ZEB2	ZNF143	ZNF385A	ZNF75A
Base_excision_repair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bladder_cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Calcium_signaling_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Cardiac_muscle_contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Cell_adhesion_molecules_(CAMs)	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	12	0	0	5	0	0	0	0	0	7	0	0	0	0
Chagas_disease_(American_trypanosomiasis)	2	2	0	3	0	0	2	0	0	3	0	7	6	0	3	0	2	0	0	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	6	3	0	0	0
Chemokine_signaling_pathway	0	0	5	0	0	0	2	6	0	3	0	15	9	0	0	0	3	0	0	3	0	0	0	0	0	20	0	0	0	0	0	0	0	0	15	0	3	0	0
Citrate_cycle_(TCA_cycle)	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collecting_duct_acid_secretion	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colorectal_cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complement_and_coagulation_cascades	0	0	0	0	0	0	0	0	0	0	0	5	4	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0
Cysteine_and_methionine_metabolism	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytokine-cytokine_receptor_interaction	4	0	9	8	0	0	0	8	0	4	0	22	12	0	0	0	4	0	0	3	0	0	0	0	0	29	0	0	6	0	0	0	0	0	15	3	4	0	3
Cytosolic_DNA-sensing_pathway	0	0	0	0	0	0	0	4	0	2	0	6	2	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6	0	0	0	0
Dilated_cardiomyopathy	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
ECM-receptor_interaction	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endocrine_and_other_factor-regulated_calcium_reabsorption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Ether_lipid_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fat_digestion_and_absorption	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fc_gamma_R-mediated_phagocytosis	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Focal_adhesion	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
Folate_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galactose_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gap_junction	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Gastric_acid_secretion	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
Glioma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
Glutathione_metabolism	0	0	0	0	3	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glycerolipid_metabolism	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glycerophospholipid_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Glycine,_serine_and_threonine_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Glycolysis_/_Gluconeogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyoxylate_and_dicarboxylate_metabolism	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GnRH_signaling_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Graft-versus-host_disease	0	0	0	8	0	0	0	0	0	2	2	5	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	4	0	0	0	0
Hematopoietic_cell_lineage	2	0	0	7	0	3	0	0	0	3	2	9	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	0	2
Hepatitis_C	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0
Histidine_metabolism	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Huntington's_disease	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	3	0	7	4	0	6	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0
Hypertrophic_cardiomyopathy_(HCM)	0	2	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
Insulin_signaling_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Intestinal_immune_network_for_IgA_production	0	0	2	7	0	0	0	0	0	2	2	5	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0
Jak-STAT_signaling_pathway	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Leishmaniasis	3	0	2	9	0	0	0	3	0	2	5	7	0	0	3	2	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0
Leukocyte_transendothelial_migration	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	2	0	0	0	4	0	0	2	0
Long-term_potentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Lysosome	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MAPK_signaling_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Malaria	0	0	2	3	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	3	0	0	0	0
Measles	4	0	3	4	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	5	0	0	0	0	0	7	0	0	0	0
Melanogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Metabolism_of_xenobiotics_by_cytochrome_P450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mineral_absorption	0	2	0	0	0	0	0	2	0	2	5	4	6	0	2	0	6	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	8	0	0	0	0
NOD-like_receptor_signaling_pathway	0	0	2	0	0	0	0	3	0	0	0	4	3	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	3	2	0	0	2
Natural_killer_cell_mediated_cytotoxicity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	4	0	0	0	0
Neurotrophin_signaling_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Nicotinate_and_nicotinamide_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Nucleotide_excision_repair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfactory_transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Oocyte_meiosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Osteoclast_differentiation	3	0	4	0	0	0	0	4	0	0	3	6	0	0	3	2	0	0	0	0	4	2	2	0	0	17	0	0	0	3	0	0	0	2	5	0	0	0	0
Oxidative_phosphorylation	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	3	0	4	5	0	6	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0
PPAR_signaling_pathway	0	2	0	0	4	4	0	0	4	0	0	0	3	5	3	0	0	0	0	0	0	0	0	6	5	5	3	0	0	2	2	2	0	2	0	0	0	0	0
Pancreatic_cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parkinson's_disease	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	4	0	6	5	0	6	0	0	8	0	0	0	0	0	3	0	0	2	0	0	0
Pathogenic_Escherichia_coli_infection	0	0	0	2	0	0	0	0	8	0	0	0	5	2	2	0	0	0	0	2	0	0	0	4	0	0	0	0	2	0	3	2	0	0	0	3	0	2	0
Pathways_in_cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Peroxisome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phagosome	0	0	0	12	0	0	3	0	11	3	6	9	8	6	4	3	0	0	6	3	4	0	0	7	0	14	0	0	4	0	3	2	2	0	0	5	0	2	0
Phosphatidylinositol_signaling_system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Phototransduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Prion_diseases	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	2	0	0	0	0	0	0	2	0	6	0	0	2	0	0	0	0	0	3	2	0	0	0
Progesterone-mediated_oocyte_maturation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Prostate_cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0
Proteasome	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Protein_processing_in_endoplasmic_reticulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0
Proximal_tubule_bicarbonate_reclamation	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyruvate_metabolism	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RIG-I-like_receptor_signaling_pathway	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0
RNA_degradation	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Regulation_of_actin_cytoskeleton	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
Rheumatoid_arthritis	0	0	2	9	0	0	0	0	0	4	2	8	6	3	0	0	0	0	4	2	0	2	0	0	0	14	0	0	3	0	0	0	0	0	8	0	0	0	0
Riboflavin_metabolism	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Salivary_secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
Shigellosis	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
Small_cell_lung_cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_aureus_infection	2	0	0	9	0	0	2	0	0	3	5	10	2	2	3	3	0	0	4	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	0	0
Steroid_biosynthesis	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Systemic_lupus_erythematosus	4	0	0	6	0	0	2	0	0	3	4	8	0	0	0	2	0	0	4	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0
TGF-beta_signaling_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Terpenoid_backbone_biosynthesis	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thyroid_cancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tight_junction	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
Toll-like_receptor_signaling_pathway	0	0	3	3	0	0	0	3	0	3	0	7	6	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0
Toxoplasmosis	3	0	4	9	0	0	0	3	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0
Tryptophan_metabolism	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuberculosis	5	0	3	14	0	0	3	5	0	4	6	12	5	0	4	3	0	0	5	2	0	3	3	0	0	16	0	2	0	0	0	0	2	2	0	4	0	0	2
Type_I_diabetes_mellitus	0	0	0	8	0	0	0	0	0	2	2	5	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	4	0	0	0	0
Vascular_smooth_muscle_contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Vibrio_cholerae_infection	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
Viral_myocarditis	0	0	3	7	0	0	0	0	3	2	2	4	3	0	0	0	0	0	4	0	2	0	0	0	0	7	0	0	6	0	2	0	0	0	4	0	0	2	0
mTOR_signaling_pathway	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p53_signaling_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0
